anho;mes;idprovincia;provincia;e;evap;glo;hr;inso;n_cub;n_des;n_fog;n_gra;n_llu;n_nie;n_nub;np_001;np_010;np_100;np_300;nt_00;nt_30;n_tor;nv_0050;nv_0100;nv_1000;nw_55;nw_91;p_max;p_mes;p_sol;q_mar;q_max;q_med;q_min;ta_max;ta_min;ti_max;tm_max;tm_mes;tm_min;ts_10;ts_20;ts_50;ts_min;w_med;w_rec
2015;7;50;ZARAGOZA;151;3785;-9999;42.67;11.07;1;11;0;0;6;0;19;4.33;3.67;0.83;0.17;0;27;5.5;0;0;0;8.67;0.17;15.6;27.1;74.67;1013.88;971.86;964.34;956.12;41.68;13.67;25.25;34.58;26.73;18.83;36.7;35.8;32;23.65;12.83;292.67
2015;8;50;ZARAGOZA;154;2813.5;-9999;49.83;9.9;1;6;0;0.5;8.5;0;23.5;7.5;5.33;1;0;0;20.5;4.5;0;0;0;3.83;0;13.55;33.57;72;1014.14;971.2;964.08;954.58;37;11.28;21.1;31.15;24.2;17.2;32.1;32;29;22.05;11;244.5
2015;9;50;ZARAGOZA;118.83;1975;-9999;53.67;8.17;4;6;0;0;8.5;0;20;6.67;2.5;0;0;0;1.17;1;0;0;0;2;0;6.22;13.33;65.67;1015.72;973.12;964.56;950.12;30.07;7.85;20.12;25.35;19;12.62;25.6;26.5;24.7;18.93;10.17;243
2015;10;50;ZARAGOZA;110.83;1259.5;-9999;63.17;6.27;5.5;5.5;0.5;0;11;0;20;9.5;6.33;0.33;0;0.5;0;0.5;0;0;0;3.83;0;8.82;22.03;56;1015.62;972.04;963.76;955.52;26.63;2.08;15.27;21;15.32;9.6;18.9;20.7;19.1;17.38;9.67;248.4
2015;11;50;ZARAGOZA;101.5;685;-9999;74.83;4.9;8.5;9;4.5;0;9;0.5;12.5;8.17;3.5;1;0.5;2;0;0;0;0;2.5;5.4;0.4;30.57;41.1;50;1025.24;984.08;972.08;958.04;23.85;-1.28;8.78;16.17;11.25;6.28;-9999;-9999;-9999;11.27;9.83;246.6
2015;12;50;ZARAGOZA;82.5;445;-9999;79.83;3.53;10.5;5;10.5;0;2;0;15.5;2.67;0.33;0;0;6.17;0;0;0;0;8.5;0.4;0;0.8;1.12;38.67;1030.96;985.22;976.8;967.12;17.73;-1.95;6.13;12.42;7.55;2.65;7.6;9.6;9;8.02;4.6;115.25
2000;1;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;2;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;3;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;4;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;5;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;6;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;7;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;8;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;9;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;10;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;11;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2000;12;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;1;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;2;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;3;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;4;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;5;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;6;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;7;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;8;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;9;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;10;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;11;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;12;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;1;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;2;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;3;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;4;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;5;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;6;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;7;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;8;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;9;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;10;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;11;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;12;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2003;1;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2003;2;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2003;3;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2003;4;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2003;5;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2003;6;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;0;0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2003;7;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;9;-9999;-9999;-9999;-9999;1;0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;36.4;16.3;23.7;28.8;24.9;20.9;-9999;-9999;-9999;28.1;9;212
2003;8;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;0;0;0;4;-9999;-9999;-9999;-9999;2;0;0;0;-9999;-9999;-9999;-9999;-9999;33.8;19.7;23.7;28.2;24.9;21.6;-9999;-9999;-9999;23.1;9;219
2003;9;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;1;0;0;0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0.9;0.9;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;11;-9999
2003;10;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;20;18;5;2;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;73.4;223.7;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2003;11;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;11;0;-9999;11;9;4;1;-9999;-9999;0;-9999;-9999;-9999;-9999;-9999;33.7;101.2;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2003;12;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;12;10;3;2;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;62.3;152.4;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;10;-9999
2004;1;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;20.5;8.4;12.4;17;14.8;12.6;-9999;-9999;-9999;14.7;10;-9999
2004;2;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;12;-9999
2004;3;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;13;9;0;0;0;0;-9999;-9999;-9999;-9999;1;0;9.3;49.3;-9999;-9999;-9999;-9999;-9999;22.7;8.7;12.8;17.2;14.8;12.3;-9999;-9999;-9999;14.6;11;231
2004;4;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2004;5;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;26.9;10.4;14.7;20.1;17.5;14.7;-9999;-9999;-9999;20;-9999;-9999
2004;6;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;0;0;0;4;-9999;-9999;-9999;-9999;2;0;0;0;-9999;-9999;-9999;-9999;-9999;33.4;17.1;22.2;25.8;22.6;19.4;-9999;-9999;-9999;23.7;10;225
2004;7;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;1;0;0;0;0;6;-9999;-9999;-9999;-9999;1;0;0.1;0.1;-9999;-9999;-9999;-9999;-9999;34.2;17.9;23.6;27.4;24.2;20.8;-9999;-9999;-9999;23;10;212
2004;8;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;0;0;0;9;-9999;-9999;-9999;-9999;5;0;0;0;-9999;-9999;-9999;-9999;-9999;34;19.6;25.6;29;25.2;21.3;-9999;-9999;-9999;23.3;8;202
2004;9;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;1;0;0;0;0;2;-9999;-9999;-9999;-9999;3;0;0.2;0.2;-9999;-9999;-9999;-9999;-9999;30.5;17.8;23.5;26.3;23.1;19.9;-9999;-9999;-9999;21.8;8;192
2004;10;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;7;4;0;0;0;0;-9999;-9999;-9999;-9999;1;0;7.2;22.7;-9999;-9999;-9999;-9999;-9999;28.5;13.4;18.8;23.1;20.2;17.2;-9999;-9999;-9999;20.2;8;176
2004;11;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;4;4;2;1;0;0;-9999;-9999;-9999;-9999;-9999;-9999;51.4;74.6;-9999;-9999;-9999;-9999;-9999;23.4;10.4;14.4;18.4;16.3;14.2;-9999;-9999;-9999;17.5;-9999;-9999
2004;12;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;19.3;6.7;11.2;15.6;13.6;11.6;-9999;-9999;-9999;14.8;-9999;-9999
2005;1;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;1;1;0;0;0;0;-9999;-9999;-9999;-9999;-9999;-9999;1.3;1.3;-9999;-9999;-9999;-9999;-9999;19.6;1.3;6.9;14.9;12.8;10.5;-9999;-9999;-9999;13.4;-9999;-9999
2005;2;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;9;7;3;1;0;0;-9999;-9999;-9999;-9999;3;0;130.6;178.9;-9999;-9999;-9999;-9999;-9999;19.8;7.4;12.1;14.8;12.2;9.5;-9999;-9999;-9999;12.3;10;231
2005;3;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;10;6;2;2;0;0;-9999;-9999;-9999;-9999;2;0;39.1;93.9;-9999;-9999;-9999;-9999;-9999;22.5;7.2;9.9;16.1;14;12;-9999;-9999;-9999;15.3;10;236
2005;4;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;1;1;0;0;0;0;-9999;-9999;-9999;-9999;1;0;1.3;1.3;-9999;-9999;-9999;-9999;-9999;24.8;9.5;15.7;19.4;16.6;13.8;-9999;-9999;-9999;17.3;12;259
2005;5;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;3;1;0;0;0;1;-9999;-9999;-9999;-9999;4;0;1.6;2.6;-9999;-9999;-9999;-9999;-9999;30.2;14;20.2;23.4;20;16.6;-9999;-9999;-9999;18.2;10;234
2005;6;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;0;0;0;2;-9999;-9999;-9999;-9999;3;0;0;0;-9999;-9999;-9999;-9999;-9999;30.5;17.7;22.3;25.5;22.3;19;-9999;-9999;-9999;20.4;10;226
2005;7;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;0;0;0;8;-9999;-9999;-9999;-9999;4;0;0;0;-9999;-9999;-9999;-9999;-9999;36.1;19.7;25.1;28.5;24.9;21.3;-9999;-9999;-9999;24.9;11;242
2005;8;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;2;0;0;0;0;6;-9999;-9999;-9999;-9999;1;0;0.5;0.9;-9999;-9999;-9999;-9999;-9999;34;19.6;25.3;27.7;24.3;20.9;-9999;-9999;-9999;22.3;9;204
2005;9;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;2;2;2;1;0;2;-9999;-9999;-9999;-9999;6;0;39;57.3;-9999;-9999;-9999;-9999;-9999;32.8;17.1;22.4;25.6;22.5;19.3;-9999;-9999;-9999;22.5;10;225
2005;10;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;0;0;-9999;-9999;-9999;-9999;0;0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;24.7;14;19;21.7;19.5;17.3;-9999;-9999;-9999;19.3;8;191
2005;11;51;CEUTA;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;13;10;3;0;0;0;-9999;-9999;-9999;-9999;3;0;22.3;82.4;-9999;-9999;-9999;-9999;-9999;22;8.4;13.4;17.7;15.4;13;-9999;-9999;-9999;16.2;9;218
2005;12;51;CEUTA;120;-9999;-9999;75;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;16;8;3;0;0;0;-9999;-9999;-9999;-9999;6;0;18.8;68.7;-9999;1020;1017.2;1009.4;1000.8;20;9.8;13.7;15.9;14.1;12.3;-9999;-9999;-9999;15.7;12;272
