anho;mes;idprovincia;provincia;e;evap;glo;hr;inso;n_cub;n_des;n_fog;n_gra;n_llu;n_nie;n_nub;np_001;np_010;np_100;np_300;nt_00;nt_30;n_tor;nv_0050;nv_0100;nv_1000;nw_55;nw_91;p_max;p_mes;p_sol;q_mar;q_max;q_med;q_min;ta_max;ta_min;ti_max;tm_max;tm_mes;tm_min;ts_10;ts_20;ts_50;ts_min;w_med;w_rec
2010;10;12;CASTELLON;105;-9999;-9999;55;-9999;-9999;-9999;0;0;7;0;-9999;6.5;4;2.5;1;1.5;0;2;-9999;-9999;-9999;2.5;0;53.35;90.9;-9999;1012.9;1021;1007.8;991.7;23.8;2.95;12.15;18.55;14.3;10;-9999;-9999;-9999;15.85;10;282.5
2010;11;12;CASTELLON;73;988;-9999;55.5;-9999;-9999;-9999;0;0;6;0;-9999;6.67;1.67;0;0;2.67;0;0;-9999;-9999;-9999;6;0;4.73;7.53;-9999;1010.2;1023.5;1005;981;21.47;-0.17;5.87;15.2;10.53;5.87;-9999;-9999;-9999;12.4;8;283.5
2010;12;12;CASTELLON;73.5;634;-9999;60;-9999;-9999;-9999;0;0;10;0;-9999;8;2;0;0;0;0;0;-9999;-9999;-9999;1;0;5.45;9.6;-9999;1012.4;1024.4;1007;986.6;24;0.4;10.4;14.5;10.5;6.4;-9999;-9999;-9999;15.6;11.5;160
2011;1;12;CASTELLON;68;587;-9999;66;-9999;-9999;-9999;1;0;8;0;-9999;5.33;2.67;0.33;0;7;0;0;-9999;-9999;-9999;1;0;10.73;16.4;-9999;1018.3;1023.8;1012.9;996.9;19.97;-5.27;4.63;12.2;7.57;2.87;-9999;-9999;-9999;8.43;9;217
2011;2;12;CASTELLON;64;859;-9999;56.5;-9999;-9999;-9999;0;0;4;0;-9999;3.67;1;0;0;3;0;0;-9999;-9999;-9999;2;0;2.4;4.9;-9999;1018.3;1027.9;1013;988;19.53;0.13;9;14.4;9.53;4.63;-9999;-9999;-9999;11.47;11;174
2011;3;12;CASTELLON;74;810;-9999;62;-9999;-9999;-9999;0;0;14;0;-9999;12.5;9;2.5;0.5;0;0;0;-9999;-9999;-9999;0;0;38.85;92.6;-9999;1018.1;1024.9;1012.8;994.3;23.4;5.4;12;17.3;13.2;9.2;-9999;-9999;-9999;12.4;9;184
2011;4;12;CASTELLON;123;859;-9999;62.5;-9999;-9999;-9999;0;0;6;0;-9999;6;5;1.67;0.33;0;0;1;-9999;-9999;-9999;0;0;25.67;47.97;-9999;1015.5;1022.1;1010.3;996.1;27.95;7.45;15.8;22;16.75;11.45;-9999;-9999;-9999;14.15;8;162.5
2011;5;12;CASTELLON;127.67;1033;-9999;59.33;-9999;-9999;-9999;0;0;8;0;-9999;9;4.33;2;0.33;0;0.67;1;-9999;-9999;-9999;0.67;0;23.27;49.27;-9999;1017.2;1022.2;1012;994.3;28.77;7.8;16.47;22.53;17.47;12.43;-9999;-9999;-9999;16.9;9.67;203.33
2011;6;12;CASTELLON;176.5;1008;-9999;62;-9999;-9999;-9999;0;0;8;0;-9999;6;4;1;0;0;2;4;-9999;-9999;-9999;0;0;11.4;24.95;-9999;1016;1017.9;1010.9;999.2;30.85;11.55;21.65;26.8;21.75;16.6;-9999;-9999;-9999;20.45;10.33;158
2011;7;12;CASTELLON;200;-9999;-9999;61.5;-9999;-9999;-9999;0;1;9;0;-9999;7.5;3.5;1;0;0;13;6;-9999;-9999;-9999;0.5;0;11;22.2;-9999;1012.5;1014.5;1007.5;998.5;32.85;17.05;25.1;29.25;24.55;19.75;-9999;-9999;-9999;22.2;10.33;174.5
2011;8;12;CASTELLON;222.5;1186;-9999;63.5;-9999;-9999;-9999;0;0;6;0;-9999;5;1.5;0;0;0;22;1;-9999;-9999;-9999;0;0;1.45;2.95;-9999;1014;1016.6;1008.9;1000.6;35.55;17.6;27.7;30.85;25.75;20.6;-9999;-9999;-9999;23.25;8;152
2011;9;12;CASTELLON;164.33;-9999;-9999;63.5;-9999;-9999;-9999;0;0;3;0;-9999;3;1;0.33;0;0;9.33;1;-9999;-9999;-9999;1;0;7.4;7.77;-9999;1016.3;1019.3;1011.2;1003.6;30.23;10.9;21.67;27.07;21.7;16.33;-9999;-9999;-9999;20.2;9.33;245.5
2011;10;12;CASTELLON;120.67;1144;-9999;60.67;-9999;-9999;-9999;0;0;9;0;-9999;7.33;5;0.67;0;0;1;2;-9999;-9999;-9999;1.5;0;12.6;24.23;-9999;1018.5;1020.1;1013.3;994.6;29.17;6.47;15.07;22.37;17.5;12.53;-9999;-9999;-9999;17.2;10;241
2011;11;12;CASTELLON;128;-9999;-9999;76.5;-9999;-9999;-9999;0;0;13;0;-9999;13.5;8;4;2.5;0;0;2;-9999;-9999;-9999;4;0;113.25;228.95;-9999;1016.6;1025.9;1011.4;986.8;23.55;6.05;13.55;19.1;14.85;10.6;-9999;-9999;-9999;15.25;8.33;202
2011;12;12;CASTELLON;86;-9999;-9999;62.5;-9999;-9999;-9999;0;0;3;0;-9999;2;0.5;0;0;1;0;0;-9999;-9999;-9999;2;0;1.75;2.15;-9999;-9999;-9999;-9999;-9999;22.25;1.95;12.95;17.2;11.8;6.3;-9999;-9999;-9999;13.45;10;220
2012;1;12;CASTELLON;80;-9999;-9999;63;-9999;-9999;-9999;0;0;4;0;-9999;5;3.5;1.5;1;0;0;0;-9999;-9999;-9999;3;1;32.6;48.3;-9999;-9999;-9999;-9999;-9999;21.55;2.25;8.85;15.55;10.3;5;-9999;-9999;-9999;9.05;9;235
2012;2;12;CASTELLON;56;-9999;-9999;49.5;-9999;-9999;-9999;0;0;2;0;-9999;1.5;0;0;0;6;0;0;-9999;-9999;-9999;5;0;0.25;0.35;-9999;-9999;-9999;-9999;-9999;22.35;-1.45;7.2;14.15;8.35;2.5;-9999;-9999;-9999;8.1;12.33;248.5
2012;3;12;CASTELLON;72.67;-9999;-9999;57.5;10.1;-9999;-9999;0;0;2;0;-9999;3;2.33;1;0.33;3.33;0;0;-9999;-9999;-9999;2;0;26.3;33.1;84;1023.2;1027.9;1017.9;1002.7;23.7;1.63;9.63;16.67;10.93;5.1;-9999;-9999;-9999;9.97;10.33;236
2012;4;12;CASTELLON;87.33;-9999;-9999;57;9.2;-9999;-9999;0;0;9;0;-9999;11.33;6.33;0.67;0;1;0;0;-9999;-9999;-9999;4.67;0;12.63;38.5;69;1008.4;1012.6;1003.2;993;22.97;2.53;12.7;17.6;12.5;7.4;-9999;-9999;-9999;12.43;12.33;274.33
2012;5;12;CASTELLON;118.67;-9999;-9999;56.5;11.1;-9999;-9999;0;0;3;0;-9999;6.33;2.33;0;0;0;0;1;-9999;-9999;-9999;1.67;0;5.03;9.6;77;1016.1;1021.3;1010.9;998.6;28.63;6.13;15.83;22.7;17.53;12.27;-9999;-9999;-9999;16.93;11.67;263.67
2012;6;12;CASTELLON;146;-9999;-9999;60;11.7;-9999;-9999;0;0;2;0;-9999;3;3;0.5;0;0;7;0;-9999;-9999;-9999;1.5;0;7.55;16.3;78;1014.9;1018.3;1009.8;999.7;32.35;11.6;21.25;26.5;21.6;16.7;-9999;-9999;-9999;22.4;11.5;261
2012;7;12;CASTELLON;201;-9999;-9999;60;10.7;-9999;-9999;0;0;1;0;-9999;1;1;0;0;0;12.5;1;-9999;-9999;-9999;0;0;1.6;1.6;73;1015.6;1022;1010.6;1002.3;33.8;15.5;26.35;29.5;24.7;19.9;-9999;-9999;-9999;22.55;9.5;197.5
2012;8;12;CASTELLON;226;-9999;-9999;62.5;10.3;-9999;-9999;0;0;3;0;-9999;3.5;1;0;0;0;26;2;-9999;-9999;-9999;0;0;3.9;4.65;76;1015.5;1018.5;1010.5;1002.2;34.4;17.15;26.8;31.35;26.35;21.3;-9999;-9999;-9999;23.7;9;173.5
2012;9;12;CASTELLON;137.5;-9999;-9999;56.5;8.1;-9999;-9999;0;0;6;0;-9999;5.33;4.33;2.33;0.33;0;3;0;-9999;-9999;-9999;1.33;0;25.47;51.37;64;1015.1;1017;1010;997.7;29.9;10.9;15.45;24.75;20.25;15.65;-9999;-9999;-9999;19.85;9.67;222.67
2012;10;12;CASTELLON;124.5;-9999;-9999;64.5;8.2;-9999;-9999;0;0;8;0;-9999;9;7;3;1;1;0;2;-9999;-9999;-9999;1.67;0.33;47.33;104;73;1012.5;1017;1007.4;988.8;27.7;2.7;10.55;20.4;16.3;12.1;-9999;-9999;-9999;18.5;9.67;221.67
2012;11;12;CASTELLON;96.67;-9999;-9999;69.5;4.8;-9999;-9999;0;0;13;0;-9999;13.33;9;1.33;0;1.33;0;2;-9999;-9999;-9999;2.33;0.33;17.77;58.33;48;1013.8;1024.4;1008.5;993.5;22.1;0.23;9.63;15.37;11.7;7.97;-9999;-9999;-9999;13;9.67;231.33
2012;12;12;CASTELLON;73.33;-9999;-9999;64.5;-9999;-9999;-9999;0;0;1;0;-9999;1.67;0.33;0;0;1.33;0;0;-9999;-9999;-9999;6.5;0.5;1.37;1.63;-9999;-9999;-9999;-9999;-9999;22;-0.77;8.83;14.5;9.77;4.93;-9999;-9999;-9999;12.37;11;264
2013;1;12;CASTELLON;64.67;-9999;-9999;55;-9999;-9999;-9999;0;0;2;0;-9999;6;1.33;0;0;3.33;0;0;-9999;-9999;-9999;15.5;0.5;2.87;6.2;-9999;-9999;-9999;-9999;-9999;20.9;0.7;9.27;14.33;9.57;4.67;-9999;-9999;-9999;11.03;15;350
2013;2;12;CASTELLON;63;-9999;-9999;57;7.3;-9999;-9999;0;0;5;0;-9999;6.67;4.33;1;0.67;6;0;1;-9999;-9999;-9999;9.33;1;35.83;50.7;68;1015.3;1023.6;1010;991.3;20.2;-1.83;5.27;12.57;8.43;4.23;-9999;-9999;-9999;8.87;17;353.33
2013;3;12;CASTELLON;81;-9999;-9999;62;7.6;-9999;-9999;0;0;8;0;-9999;11.67;5.67;2.33;1;1.67;0;1;-9999;-9999;-9999;7;0.67;42.83;79.13;63;1006.7;1014.5;1001.5;990.9;21.6;0.87;6.73;15.97;11.23;6.5;-9999;-9999;-9999;11.73;12.67;291
2013;4;12;CASTELLON;83;-9999;-9999;59.33;7.9;-9999;-9999;0;0;11;0;-9999;10.75;8.25;3;1.25;2.75;0;1;-9999;-9999;-9999;3.75;0;34;96.03;60;1013.9;958.3;947.55;930.1;24.65;1.5;6.33;16.75;11.7;6.63;-9999;-9999;-9999;12.68;12.5;286.25
2013;5;12;CASTELLON;92.33;-9999;-9999;60;8.75;-9999;-9999;0;0;9;0;-9999;11;8;0.5;0;0;0;1;-9999;-9999;-9999;6;0;13.9;37.5;60.5;1013.65;955.85;947.75;932.6;24.53;3.57;12.97;17.73;12.53;7.33;-9999;-9999;-9999;14.87;13;301
2013;6;12;CASTELLON;156.5;-9999;-9999;57.5;11.6;-9999;-9999;0;0;7;0;-9999;7;6;0.5;0;0;1;4;-9999;-9999;-9999;1;0;13.5;31.9;78;1016.9;1019.7;1011.8;1000.9;30.1;13;21.9;26.35;20.9;15.45;-9999;-9999;-9999;18.8;8.5;194
2013;7;12;CASTELLON;177.33;-9999;-9999;53.33;12.4;-9999;-9999;0;0;1;0;-9999;6;4;0.5;0;0;17;1;-9999;-9999;-9999;0.33;0;6;20.45;85;1016.9;1019.1;1011.9;1002.4;32.1;15.3;25.2;29.4;24.1;18.77;-9999;-9999;-9999;21.63;11;238.67
2013;8;12;CASTELLON;159.67;-9999;-9999;59.67;9;-9999;-9999;0;0;6;0;-9999;7.5;5;2;0;0;7.33;5;-9999;-9999;-9999;2;0;20.4;46.7;65;1015.85;957.35;951.85;944.15;30.2;12.3;17.77;26.4;21.4;16.4;-9999;-9999;-9999;20.53;10.5;242
2013;9;12;CASTELLON;140.33;-9999;-9999;61.33;8.8;-9999;-9999;0;0;1;0;-9999;3.5;0.5;0;0;0;0.33;0;-9999;-9999;-9999;1.5;0;4.5;5.35;70;1015.95;958.75;951.25;940.6;27.37;10.17;19.43;24.33;19.2;13.97;-9999;-9999;-9999;18.5;10.5;233
2013;10;12;CASTELLON;141.33;-9999;-9999;64;7.55;-9999;-9999;0;0;1;0;-9999;2;1;0.5;0;0.5;1.5;0;-9999;-9999;-9999;0;0;6.2;6.5;68;1016.7;958.05;951.25;942.9;30.3;5.7;16.25;23.1;17.85;12.6;-9999;-9999;-9999;18.55;9.33;179
2013;11;12;CASTELLON;74.75;-9999;-9999;54;6.5;-9999;-9999;0;0;3;0;-9999;4.75;2.75;0.25;0;6.5;0.25;1;-9999;-9999;-9999;18;8;10.5;18.15;65.5;1017.3;897.3;888.1;873.1;26.15;-1.9;5.83;14.9;10.5;6;-9999;-9999;-9999;13.48;15;577
2013;12;12;CASTELLON;62.67;-9999;-9999;62.5;6;-9999;-9999;0;0;2;0;-9999;2.33;1.67;0.33;0;12;0;0;-9999;-9999;-9999;9;2;7.53;8.83;64;1024.6;903.4;893.4;867;18.25;-1.3;8.95;13;7.75;2.45;-9999;-9999;-9999;8.45;13;316
2014;1;12;CASTELLON;70.5;-9999;-9999;62.67;4.85;-9999;-9999;0;0;4;0;-9999;8.75;4;0.5;0;3.5;0;1;-9999;-9999;-9999;14.5;2;11.55;20.8;50;1013.2;895.8;884.2;866.4;19.8;0.65;7.78;13.15;8.98;4.73;-9999;-9999;-9999;11.18;12.33;335
2014;2;12;CASTELLON;64;-9999;-9999;58.33;5.95;-9999;-9999;0;0;3;0;-9999;5.25;3.5;0.5;0;5.5;0;0;-9999;-9999;-9999;8.67;1.67;8.7;19.98;56;1014.4;959.05;947.05;924.55;20.48;-1.05;6.85;13.33;8.35;3.35;-9999;-9999;-9999;8.9;12;295.67
2014;3;12;CASTELLON;79.67;-9999;-9999;59;7.85;-9999;-9999;0;0;3;0;-9999;6.33;3.33;0;0;3;0;0;-9999;-9999;-9999;7;1;5.77;13.5;66;1017.05;960.2;949.95;933.5;24.1;1.07;11.87;16.9;11.2;5.43;-9999;-9999;-9999;10;12.67;285.33
2014;4;12;CASTELLON;99.75;-9999;-9999;59.67;8.95;-9999;-9999;0;0;7;0;-9999;8.5;5.75;0.25;0;0;0;2;-9999;-9999;-9999;3.67;0.67;8.63;26.8;67.5;1013.3;957.9;947.75;931.75;24.9;5.2;11.18;20.03;14.73;9.38;-9999;-9999;-9999;12.88;10.33;237.67
2014;5;12;CASTELLON;112.67;-9999;-9999;55.33;8.95;-9999;-9999;0;1;3;0;-9999;6.33;3.67;1.33;0;0;0;1;-9999;-9999;-9999;2.33;0.33;14.43;41.13;62.5;1015.35;960.35;949.9;940.1;26.8;7.13;17.33;22.3;16.6;10.83;-9999;-9999;-9999;15.27;11.67;241
2014;6;12;CASTELLON;133.25;-9999;-9999;51.5;10.3;-9999;-9999;0;0;4;0;-9999;7.25;4.5;1;0.25;0;2.5;3;-9999;-9999;-9999;1;0;15.6;32.2;69;1014.7;957.15;950.4;945.55;30.03;9.73;20.78;25.58;20.05;14.53;-9999;-9999;-9999;19.05;10.33;217
2014;7;12;CASTELLON;141.67;-9999;-9999;52.33;10.5;-9999;-9999;0;0;4;0;-9999;5.33;3.67;0;0;0;4.33;3;-9999;-9999;-9999;3;0;5.9;13.07;72;1013.8;955.35;949.8;944.65;30.5;10.87;18.13;26.27;20.83;15.4;-9999;-9999;-9999;19.97;12;254.5
2014;8;12;CASTELLON;196;-9999;-9999;66;9.6;-9999;-9999;0;1;2;0;-9999;7.5;5.75;2.5;0.75;0;9.67;1;-9999;-9999;-9999;0;0;32.38;78.28;70;1014.05;956;950;942.35;32.23;14.53;24.07;28.23;23.3;18.33;-9999;-9999;-9999;21.9;9;172.5
2014;9;12;CASTELLON;178.67;-9999;-9999;67.67;8.1;-9999;-9999;0;0;9;0;-9999;14;10;3.33;0;0;9.33;6;-9999;-9999;-9999;0;0;22.2;82.27;65;1014.4;1020.2;1009.3;1001.2;30.83;11.6;18.87;26.13;21.87;17.57;-9999;-9999;-9999;22.17;7.5;161
2014;10;12;CASTELLON;124.25;-9999;-9999;61.5;8.1;-9999;-9999;0;0;4;0;-9999;4.75;1;0;0;0;0.5;1;-9999;-9999;-9999;1.33;0;1.28;3.18;72.5;1016.95;960.15;951.6;941.3;28.75;8.7;15.85;23.03;17.73;12.38;-9999;-9999;-9999;15.4;8;179
2014;11;12;CASTELLON;96.25;-9999;-9999;68.33;5.5;-9999;-9999;0;0;12;0;-9999;11.75;8.75;3.5;2;0.5;0;0;-9999;-9999;-9999;5;0;42.68;137.5;54.5;1010.25;957.55;943.95;925.6;21.83;3.1;10.1;16.35;12.13;7.83;-9999;-9999;-9999;12.73;7.25;228.33
2014;12;12;CASTELLON;63.25;-9999;-9999;59.5;6.3;-9999;-9999;2;0;4;0;-9999;5.75;3;0.75;0.5;6.75;0;1;-9999;-9999;-9999;9;1;21.58;26.43;67;1022.3;965.75;954.15;931.85;18.18;-2.78;6.48;11.93;7.53;3.08;-9999;-9999;-9999;8.43;13.33;320
2015;1;12;CASTELLON;54.5;-9999;-9999;54;7.3;-9999;-9999;0;0;5;0;-9999;4.5;2;0.25;0;9;0;0;-9999;-9999;-9999;7;1.33;8.18;10.58;76;1022.1;973.9;953.95;922.25;20.15;-2.43;5.28;12.4;7.35;2.28;-9999;-9999;-9999;8.48;9.5;311.33
2015;2;12;CASTELLON;51.75;-9999;-9999;52.33;6.3;-9999;-9999;0;0;5;1;-9999;6;3;0;0;10.75;0;0;-9999;-9999;-9999;11;3.67;4.03;9.43;59;1016.8;964.95;948.65;928.2;18.33;-3.95;3.35;10.63;6.35;2;-9999;-9999;-9999;9.1;16;376.67
2015;3;12;CASTELLON;70.75;-9999;-9999;57;7;-9999;-9999;1;1;6;0;-9999;7.5;6.25;5;3;4.5;0;4;-9999;-9999;-9999;8;1.33;91.83;249.83;59;1019.45;964.55;952.3;935.75;24.73;-0.63;7.43;15.13;10.48;5.75;-9999;-9999;-9999;13.03;13;305.33
2015;4;12;CASTELLON;85.25;-9999;-9999;56;9.05;-9999;-9999;0;0;2;0;-9999;5;1.5;0;0;0.25;0;2;-9999;-9999;-9999;1.67;0;3.33;5.8;68.5;1019.35;963.7;953;937.8;23.35;2.83;13.28;18.25;12.85;7.35;-9999;-9999;-9999;13.28;10;210.67
2015;5;12;CASTELLON;98.25;-9999;-9999;45.33;10.65;-9999;-9999;0;0;3;0;-9999;2.75;1.75;0.25;0;0;2;0;-9999;-9999;-9999;3.33;0.33;8.6;11.93;74;1016.45;959.65;951.6;941.2;32.38;5.9;17.55;23.78;17.48;11.15;-9999;-9999;-9999;16.85;11;249
2015;6;12;CASTELLON;126;-9999;-9999;47.75;10.05;-9999;-9999;0;0;7;0;-9999;7.25;4.5;2;0.25;0;6.75;5;-9999;-9999;-9999;0.67;0;25.98;48.63;67;1016.5;957.5;952.1;943.9;32.6;10.65;21.48;26.58;20.68;14.7;-9999;-9999;-9999;20.33;9.33;207
2015;7;12;CASTELLON;174.75;-9999;-9999;54;10;-9999;-9999;0;0;5;0;-9999;5;3.33;1;0.67;0;23.67;3;-9999;-9999;-9999;1.33;0;18.8;40.6;68;1014.6;958.15;951.4;943.65;35.23;15.87;26.47;31.43;25.67;19.9;-9999;-9999;-9999;23.7;10;210
2015;8;12;CASTELLON;180.67;-9999;-9999;59.33;9.7;-9999;-9999;0;1;6;0;-9999;9.67;4.33;1;0;0;14.33;5;-9999;-9999;-9999;0;0;12.43;26.67;71;1015.2;1016.4;1010.1;1000.1;33.3;14.1;21.67;28.23;23.37;18.47;-9999;-9999;-9999;23.23;8.5;170.5
2015;9;12;CASTELLON;135.67;-9999;-9999;59;7.6;-9999;-9999;0;0;6;0;-9999;8.33;4.33;2.67;0.33;0;2.67;5;-9999;-9999;-9999;0.5;0;26.17;64.03;61;1015.5;1019.1;1010.4;997.1;28.97;11.13;17.77;24.17;19.5;14.73;-9999;-9999;-9999;18.87;8.5;183.5
2015;10;12;CASTELLON;111.67;-9999;-9999;67.67;5.5;-9999;-9999;0;0;12;0;-9999;10.33;5;1;0;0.67;0.33;1;-9999;-9999;-9999;2.5;0;16.4;30.2;49.5;1015.7;958.3;949.75;940.8;24.7;3.37;13;18.23;14.1;9.9;-9999;-9999;-9999;17.5;9;215.5
2015;11;12;CASTELLON;90;-9999;-9999;64.33;7.55;-9999;-9999;0;0;2;0;-9999;2.25;1.75;1.5;0.75;2;0;1;-9999;-9999;-9999;2.5;0;50.45;72.38;75.5;1023.9;968.15;956.75;939.95;23.3;-0.3;8.1;17.28;12.25;7.18;-9999;-9999;-9999;12;8;197
2015;12;12;CASTELLON;83.75;-9999;-9999;73.33;6.1;-9999;-9999;0;0;0;0;-9999;0.5;0;0;0;3.75;0;0;-9999;-9999;-9999;0;0;0.1;0.15;65;1030.05;969.75;962;953;19.55;2.33;12.03;15.28;10.3;5.25;-9999;-9999;-9999;9.9;6.67;155.67
2000;1;13;CIUDAD REAL;64;188;24811;81;4.6;5;9;17;0;4;1;17;8;4;0;0;24;0;0;1;1;11;-9999;-9999;6.6;14.4;46;1026.8;960.7;950.7;934.3;16.2;-5.5;0.8;8.6;3.4;-1.8;3.8;4.1;5.6;2;3;-9999
2000;2;13;CIUDAD REAL;83;489;37552;65;7.8;0;14;3;0;1;0;15;1;1;0;0;3;0;0;0;0;3;0;0;1.7;1.7;71;1028.9;961.3;954.6;948.1;22;-0.6;13.5;17.9;10.5;3;9.2;8.8;8.7;8.2;2;41
2000;3;13;CIUDAD REAL;75;838;51175;53;7.8;3;11;1;0;5;0;17;4;3;0;0;2;0;0;0;1;0;0;0;6;11.2;65;1020.3;958.3;947.1;935.9;25.2;-0.4;12;19.1;12;4.9;12;11.7;11.6;9.2;3;64
2000;4;13;CIUDAD REAL;91;613;49115;67;6;10;2;1;1;21;0;18;21;17;4;1;0;0;1;0;1;0;0;0;30.8;119.1;45;1011.2;951.1;938.5;917.8;23.8;1;12;16.4;11.6;6.7;12.3;12.5;12.4;11.2;6;135
2000;5;13;CIUDAD REAL;132;870;67214;61;8.4;10;2;2;1;12;0;19;11;7;1;0;0;6;4;0;0;1;0;0;23.1;47.3;58;1014.3;950.2;943.3;934.9;34.7;4.5;12.2;25.2;18.8;12.5;18.6;18.2;17.1;18.9;4;71
2000;6;13;CIUDAD REAL;119;1936;82555;38;11.9;1;18;0;0;3;0;11;1;1;0;0;0;22;2;0;0;0;0;0;1.5;1.5;80;1015.8;951.8;946.1;938.2;38.2;8.2;22.6;32.3;24.3;16.2;25;24.2;22.9;22.4;5;96
2000;7;13;CIUDAD REAL;124;2053;83422;36;12.1;0;23;0;0;0;0;8;0;0;0;0;0;24;0;0;0;0;0;0;0;0;83;1012.2;948.9;943.1;936.3;39.6;13.2;26.2;33.7;26;18.4;25.9;25.6;24.9;22;5;95
2000;8;13;CIUDAD REAL;122;2153;73895;36;11.1;0;22;0;0;2;0;9;0;0;0;0;0;27;0;0;0;0;0;0;0;0;81;1014.3;950.3;945;938.5;40.2;13.7;28.6;33.8;26.1;18.3;25.1;24.9;24.8;23.9;4;87
2000;9;13;CIUDAD REAL;122;1407;56520;46;9.4;2;16;0;0;4;0;12;4;3;0;0;0;17;0;0;0;0;0;0;9.2;13.4;75;1013.9;949.4;943.7;935;35.7;6.6;19.5;30;22.4;14.9;22;22;22.4;18;3;72
2000;10;13;CIUDAD REAL;105;668;40741;60;7.2;4;4;0;0;8;0;23;6;5;1;0;0;1;1;0;0;0;1;0;17.9;35.3;65;1017.3;955;945.2;929.9;30.2;5.8;15.2;21.7;15.6;9.5;15.7;15.9;17;13.8;3;64
2000;11;13;CIUDAD REAL;92;339;24290;74;4.3;6;4;2;0;17;0;20;15;9;1;0;1;0;0;0;1;1;0;0;11.7;42.2;42;1017.6;953.8;943.9;931.3;19.6;-1;10.2;13.9;9.5;5.1;10.1;10.6;11.8;12;4;106
2000;12;13;CIUDAD REAL;85;305;18995;76;3.4;10;2;1;0;16;0;19;13;11;1;0;4;0;0;0;0;1;1;0;10.2;54.5;36;1017.3;959.3;943.3;922.3;18;-2.8;7.8;12.8;8.4;4;8.1;8.5;9.6;11;3;88
2001;1;13;CIUDAD REAL;88;291;18967;79;3.2;16;2;3;0;21;0;13;19;13;2;0;5;0;0;1;0;0;1;0;19.3;75.6;32;1019.1;955.7;944.9;932.2;17;-1.8;6.6;11.6;8.2;4.8;8;8.2;8.9;10;5;119
2001;2;13;CIUDAD REAL;79;383;30342;69;5.9;5;9;2;0;13;0;14;12;6;0;0;3;0;1;1;0;1;1;0;5.5;16.1;55;1022.5;963.9;948.2;932.1;21;-1.2;8.2;14.1;8.7;3.2;8.5;8.6;9.1;9;4;91
2001;3;13;CIUDAD REAL;105;543;-9999;69;6.1;10;3;0;0;16;0;18;13;11;3;1;0;0;0;0;0;0;2;0;33;96.9;51;1014;951.7;941.5;922.9;28.8;3;12.4;18.1;13.2;8.2;12.3;12.2;11.8;13;6;144
2001;4;13;CIUDAD REAL;88;896;59949;51;9.9;3;7;0;0;2;0;20;1;1;0;0;0;0;0;0;0;0;0;0;5.4;5.4;75;1017.2;954.6;944.9;933.3;25.2;3.6;16;21.5;14.8;8;15.4;15.4;15.1;12.4;4;90
2001;5;13;CIUDAD REAL;117;1013;66434;57;7.9;7;6;2;2;13;0;18;12;6;1;0;0;7;5;0;0;0;0;0;11.3;33.9;55;1014.5;953;943.2;935;36.5;3.4;12.2;24.3;17.9;11.5;17.8;17.8;17.2;16.8;3;71
2001;6;13;CIUDAD REAL;121;2049;84508;37;12.4;0;22;0;0;3;0;8;2;2;0;0;0;22;1;0;0;0;0;0;3.3;5;84;1014.7;950.7;945.2;938.5;39.4;11.6;23.8;33.1;25.1;17.2;23.7;23.8;23.2;22.7;4;84
2001;7;13;CIUDAD REAL;135;2103;79606;39;11;3;15;0;0;2;0;13;0;0;0;0;0;23;0;0;0;0;-9999;-9999;0;0;75;1013.1;950.7;943.9;935.8;40.4;13.4;25.2;33.1;25.9;18.7;24.6;24.8;24.4;23.6;5;-9999
2001;8;13;CIUDAD REAL;145;1992;71727;41;10.7;2;17;0;0;0;0;12;0;0;0;0;0;30;0;0;0;0;-9999;-9999;0;0;78;1013.8;951.4;944.8;940.6;40.4;14.8;29.6;34.5;27.2;19.9;24.7;24.8;24.8;24.2;8;-9999
2001;9;13;CIUDAD REAL;142;1145;52442;54;8.5;4;13;1;0;7;0;13;6;5;2;0;0;17;1;0;0;1;0;0;20.6;40.8;68;1013.6;949.5;943.4;934.3;35;9.6;19.7;28.9;22.4;15.9;21.7;21.9;22.6;22.2;7;-9999
2001;10;13;CIUDAD REAL;140;512;36638;70;6;7;5;3;0;14;0;19;10;8;3;0;0;0;3;0;0;1;-9999;-9999;21.8;80.6;54;1018.8;956.6;947;933.9;29;8;18.4;23.1;17.6;12.2;17.2;17.4;18.1;17.4;8;-9999
2001;11;13;CIUDAD REAL;83;312;25828;71;5.2;6;9;3;0;11;1;15;9;7;2;0;7;0;1;0;0;2;-9999;-9999;22.9;52.2;52;1022.3;955.9;947.9;938.1;21;-0.8;6.8;13.5;8.4;3.2;9.4;10.1;12;12;7;-9999
2001;12;13;CIUDAD REAL;69;202;21553;79;4.3;6;5;11;0;4;0;20;5;3;1;0;17;0;0;3;3;1;0;0;11.5;18.2;45;1023.6;958.6;948.1;933;17.8;-6;3.6;9.9;4.7;-0.5;5;5.6;7.1;5.2;4;88
2002;1;13;CIUDAD REAL;84;182;22033;83;3.8;10;1;12;0;9;0;20;9;7;0;0;10;0;0;0;4;5;1;0;9.4;28.4;38;1028.7;960.6;953.5;940.9;17.8;-3;3.2;11.5;6.8;2.1;6.6;6.7;7.4;7.1;6;133
2002;2;13;CIUDAD REAL;82;454;35175;68;7.3;3;11;7;0;3;0;14;2;1;0;0;6;0;0;0;1;3;1;0;1.5;2.2;68;1025;959.4;950.7;938.5;20.4;-1.8;9.4;15.9;9.2;2.4;8.6;8.4;8.7;9.2;8;175
