"anho","mes","idprovincia","nombre","numero_de_incendios","superficie_total_quemada","sup_total_arbolada","sup_total_desarbolada","naturales_casos","naturales_total_arbolada","naturales_total_noarboalda","antropicos_casos","sup_antropicos_total_arbolada","sup_antropicos_total_noarbolada","e","hr","n_fog","n_gra","n_llu","n_nie","np_001","np_010","np_100","np_300","nt_00","nt_30","n_tor","nw_55","nw_91","p_max","p_mes","q_mar","q_max","q_med","q_min","ta_max","ta_min","ti_max","tm_max","tm_mes","tm_min","ts_min","w_med","tasa_de_paro"
2009,5,35,"LAS PALMAS",1,0.11,0,0.11,0,0,0,1,0,0.11,161.57,67,0,0,2.23333333333333,0,0.466666666666667,0.466666666666667,0,0,0,2.36666666666667,0,18.1,0,0.33,0.33,101.535,101.788,101.228,100.71,27.29,15.2,21.57,24.1,20.66,17.11,18.86,18.43,27.0651568591053
2009,5,36,"PONTEVEDRA",52,98.81,71,27.81,0,0,0,52,71,27.81,121.5,67.5,20,0,40,0,38.3333333333333,31.6666666666667,11.6666666666667,0,0,5,5,0,0,21.4,92.5,101.75,100.58,99.605,98.52,31.25,5.25,13.05,20.65,15.55,10.4,17.35,10,15.593146822815
2009,5,37,"SALAMANCA",38,103.85,65.76,38.09,0,0,0,38,65.76,38.09,83.8,49.67,3.33333333333333,3.33333333333333,30,0,26.6666666666667,12.2333333333333,2.23333333333333,0,4.43333333333333,11.1,6.66666666666667,16.6666666666667,0,13.03,22.87,101.502,91.448,90.558,89.762,27.67,0.77,13.03,20.33,13.7,7.07,12.23,13.2,16.2685603615236
2009,5,38,"S.C. TENERIFE",5,0.18,0.06,0.12,0,0,0,5,0.06,0.12,137,61,4.43333333333333,0,12.7666666666667,0,8.76666666666667,2.1,0,0,0,0,0,14.1666666666667,0.433333333333333,0.9,2.03,101.738,96.667,96.127,95.66,25.18,13.09,19.73,22,18.68,15.26,17.26,15.88,24.2115971515768
2009,5,39,"CANTABRIA",49,214.81,18.35,196.46,1,0,0.01,48,18.35,196.45,123,72.33,3.33333333333333,0,50,0,35.5666666666667,24.4333333333333,2.23333333333333,0,3.33333333333333,0,11.6666666666667,6.66666666666667,0,10.87,37.37,101.98,102.87,101.63,100.335,24.37,4.7,13.7,18.67,14.4,10.07,13.9,9,11.6824064358167
2009,5,40,"SEGOVIA",2,0.5,0,0.5,0,0,0,2,0,0.5,78,49,3.33333333333333,3.33333333333333,23.3333333333333,0,28.3333333333333,21.6666666666667,3.33333333333333,0,1.66666666666667,0,10,31.6666666666667,3.33333333333333,21.75,47.85,101.965,87.07,86.29,85.24,25.45,0.75,11.05,19,13.3,7.6,15.95,13,13.5271807838179
2009,5,41,"SEVILLA",11,7.37,0.33,7.04,1,0,0.76,10,0.33,6.28,119,47.5,1.66666666666667,0,10,0,7.5,4.16666666666667,0,0,0,36.6666666666667,0,3.33333333333333,0,1.68,2.35,101.213,100.028,99.298,98.66,34.45,8.35,22.38,27.9,20.1,12.23,17.7,10.5,22.6474414570685
2009,5,42,"SORIA",8,2.22,0.33,1.89,0,0,0,8,0.33,1.89,83,48,0,3.33333333333333,33.3333333333333,0,33.3333333333333,10,3.33333333333333,0,0,0,3.33333333333333,16.6666666666667,0,18.2,27,101.5,90.36,89.51,88.7,29.4,1.2,12.4,22.3,14.6,7,11.2,13,10.1769911504425
2009,5,43,"TARRAGONA",7,3.78,3.01,0.77,0,0,0,7,3.01,0.77,147.25,63,1.66666666666667,0,23.3333333333333,0,12.5,1.66666666666667,0,0,0,5,0,8.33333333333333,0,0.9,1.6,101.68,101.76,100.94,100.065,29.48,10.43,20.3,24.1,19.2,14.28,18.45,10,16.2921348314607
2009,5,44,"TERUEL",13,4.26,2.2,2.06,1,1,0,12,1.2,2.06,106.67,51,0,1.66666666666667,26.6666666666667,0,25.5666666666667,13.3333333333333,1.1,0,0,11.1,16.6666666666667,2.23333333333333,0,7.8,18.03,101.61,92.47,91.625,90.93,31.8,2.47,16.37,25.13,16.87,8.6,15.53,9.33,12.12976022567
2009,5,45,"TOLEDO",40,222.6,19.41,203.19,0,0,0,40,19.41,203.19,101,44.5,0,0,16.6666666666667,0,12.2333333333333,7.76666666666667,0,0,0,18.3333333333333,6.66666666666667,10,0,5.53,9.57,101.49,96.58,95.65,94.81,32.85,5.8,18.35,25.9,18.9,11.9,19.1,11,21.644893111639
2009,5,46,"VALENCIA",30,13,2.83,10.17,5,0.03,0.11,25,2.8,10.06,148,61.25,0,0,13.3333333333333,0,8,4.66666666666667,0,0,0,2,1.66666666666667,0,0,2.06,3.24,101.69,102.12,101.26,100.215,29.72,10.24,19.44,24.32,19.48,14.6,18.52,8.5,20.7522498269364
2009,5,47,"VALLADOLID",22,54.29,19.48,34.81,3,0,0.39,19,19.48,34.42,107.67,56,1.66666666666667,1.66666666666667,26.6666666666667,0,22.2333333333333,12.2333333333333,3.33333333333333,0,0,12.2333333333333,6.66666666666667,1.66666666666667,0,11.17,19.37,101.373,93.7,92.68,91.843,31.03,1.9,16.4,23.8,15.9,8,13.9,10.67,13.1282820705176
2009,5,48,"VIZCAYA",2,4.24,3.24,1,0,0,0,2,3.24,1,148,85.33,0,3.33333333333333,46.6666666666667,0,46,28,4.66666666666667,0.666666666666667,0,1.1,16.6666666666667,12.5,0.833333333333333,22.22,60.18,102.025,102.535,101.255,100.05,26.27,7.03,13.63,18.2,15,11.77,15.53,12.5,12.0285969615728
2009,5,49,"ZAMORA",41,284.11,79.82,204.29,0,0,0,41,79.82,204.29,85.67,46.67,0,0,16.6666666666667,0,20,15.5666666666667,0,0,0,11.1,0,2.23333333333333,0,4.83,12.1,101.66,94.267,93.19,92.337,31.8,2.43,17.1,23.57,15.67,7.73,12.87,10.67,15.9663865546218
2009,5,50,"ZARAGOZA",33,19.75,3.63,16.12,4,1.01,0.41,29,2.62,15.71,114.33,48,0,0,28.3333333333333,0,23.3333333333333,16.6666666666667,0,0,0,23.3333333333333,23.3333333333333,10,3.33333333333333,7.25,18,101.565,96.715,95.725,94.965,33.45,5.1,17.75,26.45,19,11.55,18.25,11.67,14.0577041129527
2009,6,1,"ALAVA",2,0.63,0,0.63,0,0,0,2,0,0.63,148,66,10,0,40,0,40,26.6666666666667,3.33333333333333,0,0,20,23.3333333333333,3.33333333333333,0,15.4,34.3,101.57,96.73,95.77,94.55,34.5,6,18.8,25.1,18.1,11.1,16.7,13,9.38074800735744
2009,6,2,"ALBACETE",29,599.44,13.4,586.04,5,0.03,0.03,24,13.37,586.01,121.5,39.5,0,0,11.6666666666667,0,6.66666666666667,6.66666666666667,1.66666666666667,0,0,78.3333333333333,3.33333333333333,3.33333333333333,0,8.8,10.8,101.34,94.44,93.765,92.915,37.6,10.1,20.1,32,23.9,15.85,20.2,10.5,20
2009,6,3,"ALICANTE",10,4.58,1.75,2.83,0,0,0,10,1.75,2.83,179,57,1.66666666666667,0,0,0,0,0,0,0,0,30,0,1.66666666666667,0,0,0,101.485,101.485,100.835,99.755,33.35,14.4,24.7,28.85,23.8,18.75,21.95,9,21.2466415905427
2009,6,4,"ALMERIA",28,1812.87,0.46,1812.41,4,0,1.15,24,0.46,1811.26,170,57.5,0,0,13.3333333333333,0,5,0,0,0,0,28.9,0,12.2333333333333,0,0.43,0.68,101.43,100.28,99.63,98.725,35.6,13.73,21.7,27.63,23,18.33,22.07,12,26.9621682665161
2009,6,5,"AVILA",22,5.65,0.96,4.69,9,0.68,1.03,13,0.28,3.66,118.67,47,0,0,26.6666666666667,0,20,13.3333333333333,0,0,1.1,28.9,13.3333333333333,3.33333333333333,0,8.8,24.05,101.24,89.6,88.96,87.98,34.1,4.07,14.67,26.9,19.43,11.93,17.13,8,16.7315175097276
2009,6,6,"BADAJOZ",52,222.97,86.12,136.85,0,0,0,52,86.12,136.85,133,43.6,0,0,20,0,13.9,10,1.1,0,0,64.4333333333333,10,6,0,7.97,14.67,101.486,97.71,97.068,96.402,39.2,10.12,20.52,31.58,24.28,16.97,22.98,11.2,20.7005364468286
2009,6,7,"ILLES BALEARS",17,2.77,0.15,2.62,2,0.06,0,15,0.09,2.62,183.5,59.43,2.5,0,5.83333333333333,0,10.4666666666667,1.43333333333333,0,0,0,25.2,2.5,4.3,0,1.44,2.17,101.533,101.908,101.208,100.125,33.48,14.26,22.69,27.7,22.84,17.92,21.8,11.78,18.0256795064199
2009,6,8,"BARCELONA",51,202.65,188.16,14.49,7,0.13,0.06,44,188.03,14.43,176.5,60.75,5,0,16.6666666666667,0,13.3333333333333,5.33333333333333,0.666666666666667,0.666666666666667,0,14.6666666666667,5,1.33333333333333,0,12.82,15.2,101.45,99.85,99.095,97.92,32.04,14.42,22.88,26.92,22.56,18.18,22.06,12,16.1523240878953
2009,6,9,"BURGOS",5,0.19,0.05,0.14,1,0.04,0,4,0.01,0.14,122.4,52.5,6.66666666666667,0,40,0,36.6666666666667,25.5666666666667,5.56666666666667,1.1,0,14.4333333333333,10,7.76666666666667,0,26.13,56.23,101.435,92.99,92.168,91.035,33.9,4.57,16.63,25,17.5,9.93,15.13,10.2,13.3947939262473
2009,6,10,"CACERES",38,107.91,64.54,43.37,3,0.01,2.01,35,64.53,41.36,124.8,42.25,0,0,20,0,22,12.6666666666667,0,0,0,60,0,4.16666666666667,0,6.4,16.72,101.207,98.403,97.717,97.057,38.9,10.43,19.05,31.33,24.05,16.8,22.63,9.6,19.3566915565767
2009,6,11,"CADIZ",11,9.53,0,9.53,0,0,0,11,0,9.53,172.2,61,5.56666666666667,0,7.76666666666667,0,7.23333333333333,2.23333333333333,0,0,0,32.2333333333333,0,7.23333333333333,0,2.05,3.77,101.493,101.66,101.257,100.857,35.05,12.85,20.15,27.5,22.75,17.93,22.32,13.33,26.3092490679922
2009,6,12,"CASTELLON",24,41.28,16.15,25.13,14,1.42,20.02,10,14.73,5.11,139.5,54,0,0,10,0,15,6.66666666666667,1.66666666666667,0,0,30,6.66666666666667,0,0,7.7,10.75,101.39,101.66,100.88,99.7,33,15.4,26.4,28.9,24.2,19.5,23.4,10,19.3610842207164
2009,6,13,"CIUDAD REAL",14,37.28,0,37.28,0,0,0,14,0,37.28,133,42,0,0,20,0,20,13.3333333333333,0,0,0,73.3333333333333,13.3333333333333,6.66666666666667,0,9.1,21.2,101.43,95.12,94.48,93.73,39,11.3,21.8,32.2,25.1,18.1,24.2,7,20.1553556827473
2009,6,14,"CORDOBA",21,115.4,0.64,114.76,0,0,0,21,0.64,114.76,128.5,43.5,0,0,6.66666666666667,0,10,5,0,0,0,63.3333333333333,0,5,0,3.05,5.05,101.45,101.02,100.41,99.83,39.05,10.65,20.4,31.45,24.2,16.9,23.95,12,27.1465968586387
2009,6,15,"A CORU<U+00C3>",45,32.89,17.8,15.09,0,0,0,45,17.8,15.09,139.43,71.6,27.5,0,46.6666666666667,0,44.3,32.8666666666667,10.9666666666667,2.36666666666667,0,2.23333333333333,3.33333333333333,17.2333333333333,2.76666666666667,37.54,110.84,101.605,100.426,99.61,97.974,30.23,10.7,15.72,21.92,17.78,13.6,18.37,16,11.8674269422666
2009,6,16,"CUENCA",33,495.21,491.1,4.11,15,0.64,0.19,18,490.46,3.92,98,36,0,0,16.6666666666667,0,11.6666666666667,8.33333333333333,0,0,0,66.6666666666667,0,0,0,6.65,11,101.33,91.57,90.95,90.03,37,9.1,18.2,30.2,22.6,15,23.4,8,16.4256198347107
2009,6,17,"GIRONA",18,30.25,16.73,13.52,1,0.01,0,17,16.72,13.52,149,59,3.33333333333333,0,26.6666666666667,0,40,23.3333333333333,10,0,0,56.6666666666667,1.66666666666667,0,0,26.9,94.6,101.633,97.857,96.84,95.56,36,6.2,22.5,30.2,20.3,10.3,14.9,3,17.5087543771886
2009,6,18,"GRANADA",23,78.61,13.41,65.2,1,0,15.5,22,13.41,49.7,133.5,35.67,0,0,8.33333333333333,0,4.43333333333333,0.566666666666667,0,0,0,60.6666666666667,3.33333333333333,5,0,0.63,0.78,101.1,93.658,93.045,92.4,36.54,9.82,20.5,30.68,23.02,15.34,20.28,11,25.8522727272727
2009,6,19,"GUADALAJARA",19,15.65,8.09,7.56,3,1.09,0.55,16,7,7.01,118,47,0,0,30,0,30,0,0,0,0,66.6666666666667,13.3333333333333,10,0,0.3,1.6,99.97,93.64,92.99,92.09,38.9,7.3,18.5,30.8,21.2,11.5,17.8,10.5,15.2226720647773
2009,6,20,"GUIPUZCOA",3,1.25,0,1.25,0,0,0,3,0,1.25,167.8,76.2,20,1.66666666666667,50,0,47.5,25.8333333333333,3.33333333333333,0,0,3.33333333333333,8.33333333333333,6,0,13.9,35.58,101.68,100.39,99.343,98.033,30.46,10.8,17.32,22.4,18.3,14.1,19.1,8.6,9.35805991440799
2009,6,21,"HUELVA",19,41.11,11.97,29.14,1,0,0.42,18,11.97,28.72,189,67,3.33333333333333,0,6.66666666666667,0,7.76666666666667,4.43333333333333,0,0,0,35.5666666666667,0,0,0,1.47,2.33,101.605,101.97,101.465,101.02,36.83,11.27,21.67,28.1,23,17.8,23.4,12,20.3879488237722
2009,6,22,"HUESCA",17,9.18,1.89,7.29,3,0.81,1.06,14,1.08,6.23,124.67,53.33,0,0,26.6666666666667,0,34.4333333333333,18.9,5.56666666666667,0,0,28.9,10,10,0,12.33,38.77,101.31,95.91,95.15,93.91,33.3,6.47,17.2,26.7,19.33,11.9,18.1,7.33,9.92779783393502
2009,6,23,"JAEN",13,64.86,6.13,58.73,3,0.03,0.6,10,6.1,58.13,135,44.5,0,0,6.66666666666667,0,10,5,0.833333333333333,0,0,76.6666666666667,0,6.66666666666667,0,5.4,7.55,101.35,94.217,93.6,92.88,39.98,9.98,21.68,32.98,25.33,17.63,23.28,9.33,24.7066942719117
2009,6,24,"LEON",16,61.02,7.58,53.44,1,0.26,0,15,7.32,53.44,128,55.33,0,0,31.6666666666667,0,26.6666666666667,17.7666666666667,2.23333333333333,0,0,22.2333333333333,6.66666666666667,3.33333333333333,0,9.73,33.77,101.373,93.01,92.22,91.137,32.63,6.77,15.27,25.8,18.67,11.47,16.23,10.33,14.9687220732797
2009,6,25,"LLEIDA",25,59.48,10.2,49.28,1,0.01,0,24,10.19,49.28,148.33,51,0,3.33333333333333,33.3333333333333,0,25.5666666666667,22.2333333333333,3.33333333333333,0,0,52.2333333333333,20,0,0,11.57,33.47,101.43,99.95,99.17,97.95,35.73,10.03,22.97,30,22.33,14.63,21.37,5,9.26344328965206
2009,6,26,"LA RIOJA",8,7.83,3.29,4.54,3,0.09,0.01,5,3.2,4.53,129,46,0,0,63.3333333333333,0,50,16.6666666666667,0,0,0,43.3333333333333,16.6666666666667,3.33333333333333,0,7.1,20.4,101.46,98.43,97.35,96.09,37,8.5,22.2,29.1,21.8,14.4,20.2,9,12.5612745098039
2009,6,27,"LUGO",10,2.79,1.74,1.05,0,0,0,10,1.74,1.05,151,75,33.3333333333333,0,46.6666666666667,0,40,33.3333333333333,10,0,0,0,0,6.66666666666667,0,16.6,80.3,101.61,97.23,96.48,95.1,29.6,7.8,14.8,22.6,17.3,11.9,16.2,9,9.92815153494447
2009,6,28,"MADRID",35,22.17,0.83,21.34,0,0,0,35,0.83,21.34,104.18,40.5,1.9,0,26.2,0,21.4666666666667,11.8666666666667,1.86666666666667,0,0,38,7.63333333333333,14.0666666666667,0.366666666666667,8.58,18.13,101.326,92.04,91.334,90.402,34.38,7.23,15.44,27.28,20.56,13.79,19.37,10.67,13.4055265123226
2009,6,29,"MALAGA",21,101.64,0,101.64,2,0,34.23,19,0,67.41,203,70,3.33333333333333,0,6.66666666666667,0,2.86666666666667,0.966666666666667,0,0,0,27.2333333333333,0,6.1,0,1.71,1.77,101.143,101.495,100.893,100.263,34.07,15,22.72,28.08,23.53,18.95,22.58,10.14,27.3324572930355
2009,6,30,"MURCIA",15,4.8,2.17,2.63,0,0,0,15,2.17,2.63,162,48.88,2.23333333333333,0,1.1,0,1.1,0,0,0,0,58.7666666666667,0,2.5,0,0.13,0.2,101.396,99.935,98.252,98.25,36.3,13.54,25.26,30.89,24.59,18.25,21.68,10.13,19.9365342163355
2009,6,31,"NAVARRA",42,21.61,4.54,17.07,3,0.02,2.19,39,4.52,14.88,142,53.5,0,3.33333333333333,48.3333333333333,0,48.9,26.6666666666667,5.56666666666667,1.1,0,31.1,20,3.33333333333333,0,23.3,53.9,101.5,97.36,96.37,95.11,36.07,9.43,20.53,27.37,20.57,13.73,19.93,9,12.001246882793
2009,6,32,"OURENSE",34,43.16,17.21,25.95,0,0,0,34,17.21,25.95,150.5,65.5,0,0,40,0,38.3333333333333,24.1666666666667,7.5,0.833333333333333,0,22.5,3.33333333333333,1.66666666666667,0,19.63,61.23,100.935,96.625,95.925,94.795,33.28,8.2,15.2,25.38,18.88,12.4,16.65,6.75,9.08460471567267
2009,6,33,"ASTURIAS",30,47.19,4.5,42.69,0,0,0,30,4.5,42.69,152,80.5,23.3333333333333,1.1,61.1,0,52.5,27.5,0.833333333333333,0,0,0,7.76666666666667,5.56666666666667,0,7.9,32.4,101.658,101.32,100.24,98.738,24.23,11.55,16.53,20.13,17.18,14.18,18.1,9,13.9525451226932
2009,6,34,"PALENCIA",8,14.28,12.37,1.91,0,0,0,8,12.37,1.91,119.33,53.5,3.33333333333333,0,26.6666666666667,0,36.6666666666667,16.6666666666667,0,0,0,15,1.66666666666667,15,0,5.8,17.95,101.435,91.365,90.55,89.39,32.9,5.55,16.9,25.55,18.05,10.5,14.95,11.33,14.9544863459038
2009,6,35,"LAS PALMAS",9,1.67,0,1.67,0,0,0,9,0,1.67,194.75,69.86,0,0,0,0,0.966666666666667,0.466666666666667,0,0,0,3.33333333333333,0,10.9666666666667,0,0.39,0.39,101.545,101.668,101.243,100.67,29.84,16.86,23.23,26.11,22.87,19.56,21.8,15.86,27.0651568591053
2009,6,36,"PONTEVEDRA",31,9.2,6.26,2.94,0,0,0,31,6.26,2.94,161.5,76,23.3333333333333,0,43.3333333333333,0,38.3333333333333,30,15,5,0,1.66666666666667,5,1.66666666666667,0,50.05,147,101.58,100.215,99.455,98.16,30.9,11,16,22.45,18.25,13.95,17.95,10.5,15.593146822815
2009,6,37,"SALAMANCA",24,48.12,0.56,47.56,1,0.06,0,23,0.5,47.56,114.2,51,6.66666666666667,0,33.3333333333333,0,28.3333333333333,20.8333333333333,3.33333333333333,0,0,34.1666666666667,13.3333333333333,14.1666666666667,0.833333333333333,11.05,32.75,101.326,91.226,90.556,89.618,33.25,4.8,14.03,25.23,18.38,11.48,16.68,13,16.2685603615236
2009,6,38,"S.C. TENERIFE",6,0.11,0.07,0.04,0,0,0,6,0.07,0.04,168.13,68.29,7.76666666666667,0,10.5666666666667,0,8.76666666666667,4.16666666666667,0,0,0,0.433333333333333,0,5.23333333333333,0,2.74,4.35,101.713,96.612,96.15,95.527,27.7,14.81,21.15,24.53,21.13,17.68,20.53,13.75,24.2115971515768
2009,6,39,"CANTABRIA",22,47.27,4.45,42.82,0,0,0,22,4.45,42.82,151,73.2,3.33333333333333,0,50,0,42,30,1.33333333333333,0.666666666666667,0,3.33333333333333,6.66666666666667,3.33333333333333,0,14.82,41.68,101.64,99.213,98.137,96.767,28.32,7.94,17.04,21.84,17.16,12.5,16.96,9.5,11.6824064358167
2009,6,40,"SEGOVIA",4,1.23,0.68,0.55,1,0,0.5,3,0.68,0.05,96,42,0,0,30,0,26.6666666666667,16.6666666666667,3.33333333333333,0,0,26.6666666666667,10,10,0,17.5,38.9,101.77,90.94,86.325,89.38,34.2,7,16.4,27.2,20,12.8,18.5,12.5,13.5271807838179
2009,6,41,"SEVILLA",24,62.11,21.66,40.45,2,6.95,0.58,22,14.71,39.87,160.25,48.25,1.66666666666667,0,8.33333333333333,0,9.16666666666667,7.5,0,0,0,66.6666666666667,0,6.66666666666667,0,4.2,7.65,101.13,99.803,99.253,98.775,39.95,10.73,22.9,32.53,25,17.48,23.93,9.5,22.6474414570685
2009,6,42,"SORIA",5,0.52,0.02,0.5,3,0.02,0.09,2,0,0.41,105,46,0,0,26.6666666666667,0,26.6666666666667,16.6666666666667,3.33333333333333,0,0,20,6.66666666666667,3.33333333333333,0,10.8,22.6,101.25,90.14,89.46,88.33,35.2,6.2,15.8,26.6,19,11.3,17,12,10.1769911504425
2009,6,43,"TARRAGONA",12,5.16,4.58,0.58,4,0.26,0.34,8,4.32,0.24,187.5,64.67,0,0,28.3333333333333,0,19.1666666666667,5.83333333333333,0,0,0,31.1,18.3333333333333,6.66666666666667,0,3.48,6.5,101.44,101.525,100.715,99.51,32.13,15.13,24.03,28.23,23.8,19.3,22.5,10.33,16.2921348314607
2009,6,44,"TERUEL",28,3.69,2.36,1.33,22,1.82,0.03,6,0.54,1.3,129.33,46.67,0,0,21.6666666666667,0,18.9,13.3333333333333,2.23333333333333,1.1,0,55.5666666666667,15,3.33333333333333,0,19.57,28.47,101.355,92.21,91.545,90.54,36.03,6.5,20.8,29.57,21.1,12.6,19.5,9.33,12.12976022567
2009,6,45,"TOLEDO",41,106.15,4.22,101.93,2,0.02,0.01,39,4.2,101.92,127,42,0,0,20,0,16.6666666666667,11.6666666666667,0,0,0,60,3.33333333333333,6.66666666666667,0,4.65,9.6,101.31,96.29,95.56,94.83,37.55,9.6,18.55,30.4,23.7,16.85,22.75,12.5,21.644893111639
2009,6,46,"VALENCIA",37,36.01,10.71,25.3,3,0.21,0.15,34,10.5,25.15,171.75,56,0,0,8.33333333333333,0,5.33333333333333,0.666666666666667,0,0,0,19.3333333333333,5,3.33333333333333,0,0.64,1.16,101.437,101.637,100.82,99.627,33.48,15.6,25,28.44,23.68,18.9,21.68,10.5,20.7522498269364
2009,6,47,"VALLADOLID",7,5.67,0.97,4.7,1,0,1.08,6,0.97,3.62,137.33,55.33,0,0,36.6666666666667,0,33.3333333333333,24.4333333333333,1.1,0,0,31.1,16.6666666666667,2.23333333333333,0,8.7,29.5,101.157,93.323,92.6,91.587,35.27,5.9,18.17,27.73,19.87,11.97,16.63,10.33,13.1282820705176
2009,6,48,"VIZCAYA",3,1.1,0.55,0.55,0,0,0,3,0.55,0.55,169.5,77.5,0,0,50,0,44,24,2,0,0,2.5,16.6666666666667,6.66666666666667,0,12.64,32.74,101.568,101.678,100.548,99.183,30.6,11.38,17.55,22.63,18.55,14.35,18.48,10.4,12.0285969615728
2009,6,49,"ZAMORA",15,54.01,2.05,51.96,1,0,0.02,14,2.05,51.94,114,46.5,0,0,26.6666666666667,0,23.3333333333333,10,0,0,0,38.3333333333333,0,6.66666666666667,0,4,9.4,101.473,93.883,93.123,92.097,35.65,8.1,18.6,27.75,20.6,13.45,17.55,10.33,15.9663865546218
2009,6,50,"ZARAGOZA",29,51.93,3.28,48.65,7,0.97,0.15,22,2.31,48.5,133.5,43.5,0,0,28.3333333333333,0,15,5,0,0,0,65,18.3333333333333,18.3333333333333,0,3,4.45,101.33,96.385,95.58,94.435,38.4,9.6,23.1,31,23.35,15.6,22.9,10.5,14.0577041129527
2009,7,1,"ALAVA",11,697.47,442.84,254.63,0,0,0,11,442.84,254.63,149,61,0,3.33333333333333,10,0,10,6.66666666666667,3.33333333333333,0,0,33.3333333333333,3.33333333333333,10,0,22.7,27.8,101.69,96.89,95.91,94.79,35.2,7.6,18.2,27.4,20,12.6,16.9,13,12.8834355828221
2009,7,2,"ALBACETE",17,941.9,302.8,639.1,0,0,0,17,302.8,639.1,146.67,38.67,0,0,5,0,1.1,0,0,0,0,100,0,8.33333333333333,0,0.1,0.1,101,94.807,94.12,93.457,40.5,14.43,30.87,35.8,27.57,19.37,23.27,10.33,19.1991786447639
2009,7,3,"ALICANTE",20,405.77,98.62,307.15,3,0.81,0.01,17,97.81,307.14,207.33,64.5,0,0,5,0,1.66666666666667,0,0,0,0,70,0,4.43333333333333,0,0.15,0.15,101.57,101.665,100.925,100.28,38.43,16.5,27.17,31.7,26.07,20.33,22.63,9.33,21.8117190866006
2009,7,4,"ALMERIA",16,6860.84,15.46,6845.38,4,5.92,4442.82,12,9.54,2402.56,225.67,66.33,0,0,3.33333333333333,0,1.33333333333333,0,0,0,0,41.1,3.33333333333333,5.56666666666667,0,0.2,0.2,101.507,100.963,100.293,99.583,37.47,18.03,26.33,30.2,25.57,20.9,24.37,11.75,30.1017524024873
2009,7,5,"AVILA",37,4164.52,3003.07,1161.45,0,0,0,37,3003.07,1161.45,97,37,0,0,3.33333333333333,0,0,0,0,0,0,43.3333333333333,0,3.33333333333333,0,0,0,101.33,89.79,89.12,88.43,35.2,7.6,20.3,28.8,21.4,14,19.8,12,20.1282051282051
2009,7,6,"BADAJOZ",54,464.79,45.1,419.69,0,0,0,54,45.1,419.69,117,35.33,0,0,3.33333333333333,0,2.76666666666667,2.23333333333333,0,0,0,96.6666666666667,0,3.33333333333333,0,0.95,0.95,101.6,97.83,97.202,96.538,39.4,12.88,29.02,34.12,25.5,16.85,20.92,12.67,19.3189051559516
2009,7,7,"ILLES BALEARS",15,5.5,5.01,0.49,0,0,0,15,5.01,0.49,208.57,59.86,1.66666666666667,0,4.16666666666667,0,2.36666666666667,0.966666666666667,0,0,0,57.1,0,7.63333333333333,0,0.44,0.71,101.623,102.025,101.3,100.563,37.23,16.6,25.08,30.38,25.48,20.53,25.26,11.88,14.7730982696703
2009,7,8,"BARCELONA",61,34.43,24.89,9.54,11,0.17,0.39,50,24.72,9.15,208.75,65,3.33333333333333,0,18.3333333333333,0,11.6666666666667,6.66666666666667,3.33333333333333,1.66666666666667,0,34.1666666666667,5,2.5,0,27.38,29.68,101.59,99.92,99.24,98.43,35.68,16.18,21.53,28.55,24.58,20.58,23.25,12.2,15.9717900850446
2009,7,9,"BURGOS",43,880.46,780.86,99.6,2,0.09,0.02,41,780.77,99.58,112.8,45,3.33333333333333,0,6.66666666666667,0,6,2.66666666666667,0,0,0,49.3333333333333,3.33333333333333,11.3333333333333,0,2.9,3.38,101.498,93.128,92.295,91.355,35.88,4.52,20.6,29.2,20.2,11.16,15.64,11,12.2504047490556
2009,7,10,"CACERES",75,3731.64,2033.95,1697.69,0,0,0,75,2033.95,1697.69,108,32,0,0,3.33333333333333,0,4.43333333333333,0.566666666666667,0,0,0,86.6666666666667,0,3.33333333333333,0,0.48,0.55,101.297,98.59,97.83,97.133,38.02,13.38,28.3,33.52,25.52,17.45,21.57,10.6,18.8381274675691
2009,7,11,"CADIZ",20,352.06,166.7,185.36,0,0,0,20,166.7,185.36,183.43,58.43,4.43333333333333,0,5.56666666666667,0,1.9,0.466666666666667,0,0,0,48.1,2.23333333333333,7.63333333333333,0,0.3,0.3,101.585,101.895,101.323,100.71,37,15.84,24.43,29.83,24.59,19.24,23.23,13.86,26.1601133545873
2009,7,12,"CASTELLON",16,1074.49,756.36,318.13,11,550.2,285.03,5,206.16,33.1,169.75,55.75,0,0,16.6666666666667,0,18.3333333333333,10.8333333333333,1.66666666666667,0.833333333333333,0,42.5,6.66666666666667,6.66666666666667,0,27.13,33.65,101.455,95.82,95.09,94.365,36.65,12.15,21.78,28.43,23.1,17.75,21.78,12.25,20.4412719013628
2009,7,13,"CIUDAD REAL",28,670.12,38,632.12,0,0,0,28,38,632.12,140.67,37,0,0,3.33333333333333,0,0,0,0,0,0,96.6666666666667,0,2.23333333333333,0,0,0,101.163,94.923,94.25,93.663,39.63,14.03,29.93,34.57,26.5,18.47,22.87,9.33,18.8907422852377
2009,7,14,"CORDOBA",32,123.32,2.89,120.43,0,0,0,32,2.89,120.43,111,30,0,0,0,0,0,0,0,0,0,91.1,0,2.23333333333333,0,0,0,101.51,101.07,100.47,99.87,40.63,14.8,30.47,35.6,27.2,18.8,23.03,12,27.742782152231
