"anho","mes","idprovincia","nombre","numero_de_incendios","superficie_total_quemada","sup_total_arbolada","sup_total_desarbolada","naturales_casos","naturales_total_arbolada","naturales_total_noarboalda","antropicos_casos","sup_antropicos_total_arbolada","sup_antropicos_total_noarbolada","e","hr","n_fog","n_gra","n_llu","n_nie","np_001","np_010","np_100","np_300","nt_00","nt_30","n_tor","nw_55","nw_91","p_max","p_mes","q_mar","q_max","q_med","q_min","ta_max","ta_min","ti_max","tm_max","tm_mes","tm_min","ts_min","w_med","tasa_de_paro"
2005,2,36,"PONTEVEDRA",651,963.08,249.04,714.04,0,0,0,651,249.04,714.04,71,65,8.33333333333333,0,25,0,23.3333333333333,16.6666666666667,0,0,10,0,0,6.66666666666667,0,7.75,18.65,102.255,101.79,100.03,98.28,16.35,-0.5,8,12.4,7.8,3.2,8.2,10.5,12.0256058527663
2005,2,37,"SALAMANCA",78,131.13,34.36,96.77,0,0,0,78,34.36,96.77,51.75,69,23.3333333333333,0,0,16.6666666666667,10.8333333333333,8.33333333333333,0.833333333333333,0,88.3333333333333,0,0,7.76666666666667,0,8.15,14.05,102.023,94.933,93.038,91.483,16.03,-7.08,1.55,8.93,2.8,-3.45,0.55,10,10.1827676240209
2005,2,38,"S.C. TENERIFE",2,0.79,0,0.79,0,0,0,2,0,0.79,120.13,71.88,18.9,0.566666666666667,44.4333333333333,8.33333333333333,49.1666666666667,36.6666666666667,11.2666666666667,2.5,10.4333333333333,0,2.23333333333333,25,5,36.39,118.08,101.768,96.952,95.958,94.467,20.6,8.84,14.34,16.81,14.16,11.45,14.45,15.43,11.1658456486043
2005,2,39,"CANTABRIA",11,39.76,1.55,38.21,0,0,0,11,1.55,38.21,79,75,0,18.3333333333333,41.6666666666667,11.6666666666667,58.3333333333333,45.8333333333333,10,1.66666666666667,20.8333333333333,0,5,28.3333333333333,1.66666666666667,23.78,110.1,102.305,103.52,101.935,99.375,14.5,-2.5,2.8,9.08,5.85,2.55,7.73,17,9.83733539891556
2005,2,40,"SEGOVIA",2,0.54,0.3,0.24,0,0,0,2,0.3,0.24,39.5,72,10,0,3.33333333333333,36.6666666666667,33.3333333333333,20,1.66666666666667,0,88.3333333333333,0,0,16.6666666666667,0,14.4,33.15,102.285,87.805,85.69,84.01,9.75,-13.5,-5.7,1.65,-1.95,-5.5,1.25,12,8.71934604904633
2005,2,41,"SEVILLA",6,2.56,0.2,2.36,0,0,0,6,0.2,2.36,63,53,6.66666666666667,1.66666666666667,20,0,17.7666666666667,10,5.56666666666667,1.1,34.1666666666667,0,0,11.1,0,25.4,44.33,101.825,103.11,101.095,98.94,21.4,-3.55,5.58,15.43,8.25,1.05,6,10.67,14.7306705753023
2005,2,42,"SORIA",5,4.21,1.75,2.46,0,0,0,5,1.75,2.46,45,69,0,0,0,36.6666666666667,26.6666666666667,16.6666666666667,6.66666666666667,0,86.6666666666667,0,0,40,0,11.5,27.6,102,91.19,89.32,87.38,15.6,-10.4,-4,5.9,0.7,-4.4,3,15,6.1576354679803
2005,2,43,"TARRAGONA",24,29,11,18,0,0,0,24,11,18,58.5,54,0,0,28.3333333333333,1.66666666666667,22.2333333333333,11.1,2.23333333333333,0,14.1666666666667,0,0,32.5,8.33333333333333,11.6,23.8,101.74,102.93,100.97,99.375,19.53,-1.88,5.33,12.95,8.3,3.65,11.5,13.5,7.45801309422146
2005,2,44,"TERUEL",10,19.66,12.2,7.46,0,0,0,10,12.2,7.46,48,70,5.56666666666667,0,12.2333333333333,17.7666666666667,20.8333333333333,9.16666666666667,0.833333333333333,0,68.9,0,0,20,0,6.88,13.05,102,93.29,91.33,89.62,16.67,-7.47,0.63,8.33,3.27,-1.93,4.9,11,4.57516339869282
2005,2,45,"TOLEDO",21,67.01,1.75,65.26,0,0,0,21,1.75,65.26,54,59,20,0,16.6666666666667,3.33333333333333,20,20,3.33333333333333,0,56.6666666666667,0,0,20,0,10.4,29,101.99,97.83,95.79,94.25,18.6,-4.6,5.6,11.7,5.5,-0.7,4,13,9.42607373622197
2005,2,46,"VALENCIA",29,144.43,14.01,130.42,0,0,0,29,14.01,130.42,73,63,0,0,26.6666666666667,1.66666666666667,26,18,6,0,21.1,0,3.33333333333333,13.3333333333333,0,19.78,50.34,101.8,103.02,101.04,99.29,23.43,-1.45,5.22,13.25,8.08,2.88,8.95,8.5,10.6002554278416
2005,2,47,"VALLADOLID",2,0.35,0,0.35,0,0,0,2,0,0.35,49.33,67.33,8.33333333333333,1.66666666666667,0,21.6666666666667,12.2333333333333,6.66666666666667,0,0,88.9,0,0,10,0,5,7.93,102.073,94.72,92.85,91.003,14.67,-7.93,-0.2,8.1,2.37,-3.47,0.47,10.67,11.0833333333333
2005,2,48,"VIZCAYA",3,0.65,0.25,0.4,0,0,0,3,0.25,0.4,71,72,3.33333333333333,3.33333333333333,53.3333333333333,10,60.8333333333333,40,9.16666666666667,0,23.3333333333333,0,0,23.3333333333333,2.5,18.33,82.4,102.27,103.45,101.79,99.32,14.93,-1.83,1.63,8.83,5.47,2.03,8.17,12.75,9.30063578564941
2005,2,49,"ZAMORA",179,2239.4,239.8,1999.6,0,0,0,179,239.8,1999.6,49.67,67.67,0,0,0,16.6666666666667,13.3333333333333,6.66666666666667,0,0,90,0,0,4.43333333333333,0,3.43,5.97,102.35,94.995,93.19,91.335,16.33,-7.6,1.13,8.73,2.4,-3.97,0.27,7.33,8.85286783042395
2005,2,50,"ZARAGOZA",31,31.05,0.35,30.7,0,0,0,31,0.35,30.7,50.5,61.5,1.66666666666667,1.66666666666667,18.3333333333333,16.6666666666667,15.8333333333333,5.83333333333333,0.833333333333333,0,62.5,0,0,21.1,0,5,7.43,102.025,97.715,95.805,93.98,15.15,-8.4,0.03,8.45,3.33,-1.8,6.25,13.5,6.08519269776876
2005,3,1,"ALAVA",10,20.6,10.24,10.36,0,0,0,10,10.24,10.36,75,67,13.3333333333333,0,20,16.6666666666667,36.6666666666667,23.3333333333333,3.33333333333333,3.33333333333333,43.3333333333333,0,3.33333333333333,0,0,30.4,48.1,101.84,97.1,95.79,94.42,24,-9,2.3,14.5,7.6,0.7,11.5,8,7.98969072164947
2005,3,2,"ALBACETE",24,22.95,10.14,12.81,0,0,0,24,10.14,12.81,81.5,61.5,10,0,30,5,23.3333333333333,15,0,0,28.3333333333333,0,1.66666666666667,0,0,5.6,12.2,101.82,95.105,93.81,92.46,24.4,-6.9,4.3,16.75,10.4,4,14.95,11,10.7964601769912
2005,3,3,"ALICANTE",14,24.89,5.52,19.37,0,0,0,14,5.52,19.37,102.5,67,6.66666666666667,0,25,0,18.9,7.76666666666667,0,0,7.76666666666667,0,0,1.1,0,2.97,7.13,101.8,102.525,101.12,99.66,26.03,-1.13,7.83,17.4,12.17,6.93,14.2,9,10.2683494669771
2005,3,4,"ALMERIA",4,7.72,0,7.72,0,0,0,4,0,7.72,111,67,3.33333333333333,0,30,0,23.3333333333333,15,0,0,0,0,0,11.1,1.1,8.1,21.15,101.8,102.75,101.54,99.73,25.03,3.78,9.63,18.03,13.95,9.85,15.25,12.67,8.78048780487805
2005,3,5,"AVILA",33,82.18,11.95,70.23,0,0,0,33,11.95,70.23,63.33,58.5,0,3.33333333333333,23.3333333333333,6.66666666666667,25.5666666666667,14.4333333333333,1.1,0,43.3333333333333,0,0,6.66666666666667,0,9.67,24.23,101.71,90.06,88.81,87.59,19.93,-12.3,2.37,13.07,7.07,0.97,9.63,8,8.49478390461996
2005,3,6,"BADAJOZ",32,75.13,28.5,46.63,0,0,0,32,28.5,46.63,93,57,3.33333333333333,0,26.6666666666667,0,26.6666666666667,20.8333333333333,0,0,21.6666666666667,0,0,4.16666666666667,0,7.7,26.33,101.86,100.57,99.54,98.18,26.45,-4.15,8.4,19.33,12.85,6.3,14.98,8.5,19.6605374823197
2005,3,7,"ILLES BALEARS",9,21.42,0.03,21.39,0,0,0,9,0.03,21.39,99.75,73.5,12,0.666666666666667,24,0,25.5666666666667,13.3333333333333,2.76666666666667,0,10.7333333333333,0,0.666666666666667,8.33333333333333,0,9.97,25.9,101.79,102.905,101.445,99.99,21.56,-0.02,7.02,14.83,10.71,6.46,12.48,10.17,10.7165370876235
2005,3,8,"BARCELONA",43,37.94,8.65,29.29,3,0.27,0.54,40,8.38,28.75,92.5,68.5,20,0,25,0,15,10,0,0,13.3333333333333,0,1.66666666666667,6,0,8.38,19.48,101.74,100.88,99.265,98.035,21.92,-1.16,7.74,15.02,10.58,6.12,12.86,11,7.94734275962945
2005,3,9,"BURGOS",38,111.2,26.96,84.24,0,0,0,38,26.96,84.24,65.75,64.25,0,0,23.3333333333333,13.3333333333333,32.5,15.8333333333333,0.833333333333333,0,44.1666666666667,0,10,6.66666666666667,0,8.98,21.5,101.77,94.48,93.07,91.65,22.5,-13.13,1.45,13.5,6.6,-0.33,11.13,10.5,8.55421686746987
2005,3,10,"CACERES",97,329.12,60.28,268.84,0,0,0,97,60.28,268.84,84,55,0,0,33.3333333333333,0,28.3333333333333,16.6666666666667,3.33333333333333,0,20.5666666666667,0,0,6.66666666666667,0,11.25,32.55,101.76,98.25,97.15,95.91,24.13,-4.33,8,17.35,11.67,5.9,12.73,9.33,13.633737723859
2005,3,11,"CADIZ",4,3.79,0,3.79,0,0,0,4,0,3.79,121.67,72.33,8.9,0,41.1,0,39.0333333333333,24.7666666666667,6.66666666666667,0.966666666666667,1.9,0,0,21.1,1.66666666666667,19.36,69.37,101.787,102.383,101.547,99.74,24.7,1.77,8.4,17.23,13.6,9.96,15.29,15.14,19.1170674024438
2005,3,12,"CASTELLON",10,9.62,6.05,3.57,0,0,0,10,6.05,3.57,92,60,3.33333333333333,0,16.6666666666667,0,21.6666666666667,3.33333333333333,0,0,8.33333333333333,0,0,1.66666666666667,0,2.3,4.85,101.76,102.73,101.23,100.12,26.95,-0.8,5.65,17.3,12.1,6.9,13.4,8.5,8.58623242042931
2005,3,13,"CIUDAD REAL",19,40.92,0,40.92,0,0,0,19,0,40.92,78,55,0,0,23.3333333333333,3.33333333333333,23.3333333333333,13.3333333333333,0,0,23.3333333333333,0,0,6.66666666666667,0,9.3,20.6,101.88,95.67,94.54,93.06,24.8,-4.4,6,17.4,11.3,5.3,14.3,9,11.3342898134864
2005,3,14,"CORDOBA",5,7.75,0,7.75,0,0,0,5,0,7.75,111,66,0,0,36.6666666666667,0,33.3333333333333,24.1666666666667,0.833333333333333,0,14.1666666666667,0,0,1.66666666666667,0,8.8,27.15,101.84,101.74,100.74,99.09,26.05,-3.9,3.23,16.83,11.43,5.98,13.68,9.25,14.2342342342342
2005,3,15,"A CORU<U+00C3>",353,968.05,267,701.05,0,0,0,353,267,701.05,93.4,69.25,18.3333333333333,0.833333333333333,50.8333333333333,1.66666666666667,52.5,35.8333333333333,10.8333333333333,3.33333333333333,14,0,1.66666666666667,18.3333333333333,0.833333333333333,24.98,124.98,101.623,100.73,99.493,97.76,25.56,-2.96,7.7,15.5,11.16,6.72,13.62,11.75,10.5800732318366
2005,3,16,"CUENCA",33,42.39,18.58,23.81,0,0,0,33,18.58,23.81,66,54,3.33333333333333,0,26.6666666666667,3.33333333333333,30,20,0,0,40,0,0,0,0,4.3,17.8,101.8,92.11,90.83,89.5,22.6,-7.4,4.4,15.2,9,2.9,12.8,8,6.55339805825243
2005,3,17,"GIRONA",20,8.9,4.07,4.83,0,0,0,20,4.07,4.83,85,68,26.6666666666667,0,30,0,30,18.3333333333333,1.66666666666667,0,51.6666666666667,0,13.3333333333333,3.33333333333333,0,12.7,27.45,101.78,101.87,100.22,98.87,22.3,-6.95,5.85,15.25,7.8,0.35,9.7,7,8.5665818490246
2005,3,18,"GRANADA",12,9.53,0,9.53,0,0,0,12,0,9.53,80.5,59.5,6.66666666666667,0,28.3333333333333,6.66666666666667,28.6666666666667,18,2,0,18,0,0,3.33333333333333,0,10.1,25.72,101.76,95.43,94.415,92.555,25.32,-3.16,4.64,17.38,11.66,5.92,12.96,8.6,14.1252457174951
2005,3,19,"GUADALAJARA",49,81.73,3.12,78.61,0,0,0,49,3.12,78.61,61.5,56.5,3.33333333333333,0,23.3333333333333,6.66666666666667,20,11.6666666666667,0,0,48.3333333333333,0,1.66666666666667,5,0,5.5,10.1,101.7,93.17,91.86,90.78,23,-11.35,5,15.85,7.5,-0.9,10.05,9.5,7.02647657841141
2005,3,20,"GUIPUZCOA",10,101.87,97.66,4.21,0,0,0,10,97.66,4.21,82,61,1.66666666666667,6.66666666666667,31.6666666666667,5,41.1,28.9,11.1,2.23333333333333,14.4333333333333,0,10,16.6666666666667,0,26.27,80.8,101.81,101.685,100.21,98.775,26.03,-5.2,3.53,15.57,10.73,5.93,16.17,11.5,5.89285714285715
2005,3,21,"HUELVA",13,36.95,20.5,16.45,0,0,0,13,20.5,16.45,121,72,6.66666666666667,0,40,0,35,18.3333333333333,0,0,1.66666666666667,1.66666666666667,0,0,0,5.05,17.45,101.79,102.4,101.55,99.85,29.1,0.7,8.05,19.05,13.75,8.35,13.9,10,15.0596421471173
2005,3,22,"HUESCA",64,123.31,10.19,113.12,0,0,0,64,10.19,113.12,72,57,6.66666666666667,0,23.3333333333333,0,13.3333333333333,10,0,0,40,0,0,20,3.33333333333333,5.8,10.9,101.6,96.57,95.09,93.95,23.5,-8.6,6.5,16.1,9.6,3,9.6,16,7.43310208126858
2005,3,23,"JAEN",21,16.45,0.2,16.25,0,0,0,21,0.2,16.25,90,60,3.33333333333333,0,16.6666666666667,10,28.3333333333333,18.3333333333333,1.66666666666667,0,10,0,0,5,0,10.9,25.55,101.85,96.06,95.09,93.3,26.65,-3.25,4.9,17.5,12.4,7.3,14.5,7,14.0172867343104
2005,3,24,"LEON",169,1123.51,147.64,975.87,0,0,0,169,147.64,975.87,63.5,61.5,1.66666666666667,1.66666666666667,28.3333333333333,3.33333333333333,32.5,19.1666666666667,4.16666666666667,0.833333333333333,41.6666666666667,0,0,9.16666666666667,0,25.6,49.1,101.775,91.615,90.24,88.923,19.5,-11.78,2.7,12,6.23,0.4,8.43,9.75,12.5242718446602
2005,3,25,"LLEIDA",41,145.42,26.25,119.17,1,0.2,0,40,26.05,119.17,73,56,10,0,16.6666666666667,3.33333333333333,15,5,0,0,55,0,0,6.66666666666667,0,7.4,9.35,101.84,100.94,99.44,98.3,24,-8.45,4.2,17.15,8.75,0.3,8.4,6.5,4.90146538655888
2005,3,26,"LA RIOJA",55,116.2,15.1,101.1,0,0,0,55,15.1,101.1,79,62,3.33333333333333,0,23.3333333333333,3.33333333333333,20,0,0,0,36.6666666666667,0,0,6.66666666666667,0,0.9,2.8,101.86,98.95,97.53,96.19,23.4,-8.8,5.6,16.2,9.5,2.8,11.4,13,7.58898589657489
2005,3,27,"LUGO",150,636.49,85.6,550.89,0,0,0,150,85.6,550.89,87,72,20,0,36.6666666666667,10,43.3333333333333,40,13.3333333333333,0,40,0,3.33333333333333,20,0,11.6,72,101.74,97.69,96.45,94.95,25,-8.2,4.5,15.5,8.9,2.2,11.3,11,7.05501618122978
2005,3,28,"MADRID",50,92.6,16.65,75.95,0,0,0,50,16.65,75.95,70,57.57,9.03333333333333,0.466666666666667,19.0333333333333,4.3,20.9666666666667,10,1.9,0,33.3333333333333,0,0.466666666666667,18,0,8.59,18.61,101.764,93.163,91.879,90.709,21,-6.99,4.21,14.49,8.84,3.2,11.41,12,8.26488871710632
2005,3,29,"MALAGA",3,3.39,0,3.39,0,0,0,3,0,3.39,119,72,0,0,46.6666666666667,0,34,21.3333333333333,7.33333333333333,0,2.86666666666667,0,0,1.9,0,17.2,46.9,101.82,102.92,101.73,99.79,24.84,3.99,9.16,17.47,13.99,10.43,15.21,9.5,12.5296255332596
2005,3,30,"MURCIA",5,3.48,1.03,2.45,0,0,0,5,1.03,2.45,102.33,65.83,4.43333333333333,0,31.1,0,19.4333333333333,11.1,0,0,5.56666666666667,0,0,1.1,0.566666666666667,4.6,9.65,101.867,102.707,101.307,99.87,26.03,-0.22,8.08,18.28,13.1,7.88,13.88,8.83,9.0274395194025
2005,3,31,"NAVARRA",272,380.18,44.7,335.48,1,0,0.01,271,44.7,335.47,71,59,0,3.33333333333333,20,13.3333333333333,27.5,12.5,2.5,0,28.3333333333333,0,1.66666666666667,13.3333333333333,0,8.45,20.35,101.85,97.9,96.47,95.1,23.9,-7.18,4.53,16.1,9.75,3.35,12.35,12.67,6.1617900172117
2005,3,32,"OURENSE",884,2829.84,628.54,2201.3,0,0,0,884,628.54,2201.3,76.5,64,6.66666666666667,0,46.6666666666667,0,42.2333333333333,21.1,10,0,38.9,0,3.33333333333333,2.23333333333333,0,18.8,68.93,101.63,101.13,99.86,98.45,24.97,-8.8,7.6,16.4,9.43,2.43,11.43,7.67,11.8523775727466
2005,3,33,"ASTURIAS",880,4551.11,785.63,3765.48,0,0,0,880,785.63,3765.48,92,67.67,3.33333333333333,8.9,33.3333333333333,2.23333333333333,38,31.3333333333333,6,0,15,0,2.23333333333333,20.8333333333333,0,17.28,57.46,101.683,101.217,99.793,98.137,22.9,-2.75,3.95,13.23,9.55,5.8,12.37,12,11.1998225770681
2005,3,34,"PALENCIA",17,26.12,14.21,11.91,0,0,0,17,14.21,11.91,61.33,63.33,3.33333333333333,0,26.6666666666667,0,33.3333333333333,22.2333333333333,2.23333333333333,0,44.4333333333333,0,1.66666666666667,10,0,12.93,30.23,101.09,92.47,91.15,89.87,20.47,-11.1,0.97,12.2,5.87,-0.5,9.13,10.33,10.75
2005,3,35,"LAS PALMAS",2,0.41,0,0.41,0,0,0,2,0,0.41,147,71.57,0,0,14.4333333333333,0,12.3666666666667,8.56666666666667,0.466666666666667,0,0,2.36666666666667,0,13.3333333333333,0.466666666666667,7.93,11.89,101.537,101.937,101.247,99.9,29.01,11.61,18.06,22.39,18.69,14.97,17.54,13.88,14.1080530071356
2005,3,36,"PONTEVEDRA",660,2823.36,888.49,1934.87,0,0,0,660,888.49,1934.87,99.5,69,21.6666666666667,0,48.3333333333333,3.33333333333333,51.6666666666667,38.3333333333333,13.3333333333333,3.33333333333333,8.33333333333333,0,3.33333333333333,15,0,30.85,120.95,101.71,100.7,99.535,98.06,25.9,-2.2,8.5,16,11.65,7.2,13.3,10,12.0256058527663
2005,3,37,"SALAMANCA",89,172.96,38.87,134.09,0,0,0,89,38.87,134.09,74,63,0,3.33333333333333,26.6666666666667,3.33333333333333,28.3333333333333,20.8333333333333,1.66666666666667,0,38.3333333333333,0,3.33333333333333,9.16666666666667,0,12.93,31.15,101.635,94.065,92.875,91.708,23.78,-8.53,5.48,15.08,8.45,1.85,10.35,10.75,10.1827676240209
2005,3,38,"S.C. TENERIFE",1,0,0,0,0,0,0,1,0,0,138.22,67.38,10.5666666666667,0,15,1.1,14.1666666666667,10.8333333333333,4.16666666666667,1.26666666666667,2.5,0,0.566666666666667,8.9,0,30.56,42.55,101.63,96.67,95.97,94.538,25.35,9.73,14.68,20.24,16.93,13.55,16.56,13.13,11.1658456486043
2005,3,39,"CANTABRIA",198,2332.52,210.38,2122.14,0,0,0,198,210.38,2122.14,93.5,66,0,13.3333333333333,25,0,31.6666666666667,22.5,6.66666666666667,0,28,0,6.66666666666667,26.6666666666667,0,18.98,56.45,101.8,103,101.435,99.93,23.18,-6.68,3.56,13.96,8.78,3.56,13.26,15.33,9.83733539891556
2005,3,40,"SEGOVIA",11,11.44,0.85,10.59,0,0,0,11,0.85,10.59,64,56,0,0,26.6666666666667,6.66666666666667,26.6666666666667,13.3333333333333,3.33333333333333,0,33.3333333333333,0,0,16.6666666666667,0,10.3,23.3,101.74,91.43,90.24,89.03,21,-13.2,2.2,13.6,8,2.4,11,13,8.71934604904633
2005,3,41,"SEVILLA",8,6.27,1.62,4.65,0,0,0,8,1.62,4.65,111.5,63.5,5,0,40,0,35,20,0,0,4.43333333333333,2.23333333333333,0,5,0,5.15,18.45,101.705,101.885,100.995,99.235,29.83,0.4,7.53,20.4,14.53,8.63,14.97,10.67,14.7306705753023
2005,3,42,"SORIA",23,53.9,36.73,17.17,0,0,0,23,36.73,17.17,59,58,0,0,20,10,23.3333333333333,13.3333333333333,0,0,46.6666666666667,0,3.33333333333333,6.66666666666667,0,7.8,15.4,101.7,90.7,89.31,88.1,22,-12.8,1.6,13.6,6.5,-0.5,10.6,12,6.1576354679803
2005,3,43,"TARRAGONA",32,173.82,22.88,150.94,0,0,0,32,22.88,150.94,87.5,61,10,0,23.3333333333333,3.33333333333333,16.6666666666667,8.33333333333333,0,0,11.6666666666667,0,1.66666666666667,16.6666666666667,0,8.1,12.85,101.755,102.545,100.995,99.825,25.95,-3.55,5.8,17.4,11.65,5.8,13.25,10,7.45801309422146
2005,3,44,"TERUEL",46,167.05,129.19,37.86,0,0,0,46,129.19,37.86,66,60,6.66666666666667,0,15,6.66666666666667,14.4333333333333,6.66666666666667,0,0,42.2333333333333,0,0,5,0,8.03,14.33,101.78,92.67,91.36,90.26,23.7,-9.03,2.97,15.83,9.13,2.43,11.93,9,4.57516339869282
2005,3,45,"TOLEDO",30,138.67,6,132.67,0,0,0,30,6,132.67,76,53,3.33333333333333,0,16.6666666666667,6.66666666666667,16.6666666666667,13.3333333333333,0,0,26.6666666666667,0,0,6.66666666666667,0,5.3,13.5,101.76,96.98,95.7,94.58,24.2,-4.6,7.6,17.8,11.3,4.7,13.3,13,9.42607373622197
2005,3,46,"VALENCIA",44,41.36,6.07,35.29,0,0,0,44,6.07,35.29,100,65,3.33333333333333,0,20,0,15.8333333333333,4.16666666666667,0,0,5.83333333333333,0,0,3.33333333333333,0,3.05,5.35,101.78,102.52,101.03,99.93,27.18,-0.95,8.2,17.93,12.68,7.4,15.2,7.75,10.6002554278416
2005,3,47,"VALLADOLID",8,15.57,3,12.57,0,0,0,8,3,12.57,68.67,60,1.66666666666667,1.66666666666667,20,3.33333333333333,22.2333333333333,16.6666666666667,0,0,43.3333333333333,0,1.66666666666667,5.56666666666667,0,4.87,14.1,101.643,93.943,92.647,91.45,22.53,-10.13,4.53,15.1,7.9,0.63,10.73,11,11.0833333333333
2005,3,48,"VIZCAYA",36,80.74,25.7,55.04,0,0,0,36,25.7,55.04,80,56,0,3.33333333333333,33.3333333333333,3.33333333333333,34,22,5.33333333333333,0,15.8333333333333,0,10,21.3333333333333,1.33333333333333,17.22,45.24,101.81,102.92,101.34,99.88,25.48,-4.28,4.45,15.73,10.8,5.85,16.03,11.2,9.30063578564941
2005,3,49,"ZAMORA",174,2739.09,750.63,1988.46,0,0,0,174,750.63,1988.46,70,62.33,0,0,26.6666666666667,0,26.6666666666667,17.7666666666667,2.23333333333333,1.1,44.4333333333333,0,3.33333333333333,3.33333333333333,0,17.3,34.33,101.91,94.275,92.97,91.81,21.77,-10.03,4.8,14.6,7.53,0.4,9.8,8.67,8.85286783042395
2005,3,50,"ZARAGOZA",91,119.37,22.85,96.52,0,0,0,91,22.85,96.52,69.5,54,1.66666666666667,3.33333333333333,16.6666666666667,6.66666666666667,15.3333333333333,6,0,0,38.6666666666667,0,3.33333333333333,8,0,3,5.9,101.785,97.17,95.715,94.535,24.88,-10.08,4.58,16.1,9.48,2.76,12.42,10.6,6.08519269776876
2005,4,1,"ALAVA",1,5.1,5.1,0,0,0,0,1,5.1,0,98,74,10,0,60,6.66666666666667,66.6666666666667,50,13.3333333333333,0,0,0,16.6666666666667,6.66666666666667,0,15.3,99,101.65,96.95,95.67,94.62,28.2,0.6,5,16.2,10.6,5,13.6,9,5.44977019041366
2005,4,2,"ALBACETE",20,16.86,5.95,10.91,0,0,0,20,5.95,10.91,95.5,58,0,0,15,0,11.6666666666667,8.33333333333333,3.33333333333333,0,3.33333333333333,0,3.33333333333333,6.66666666666667,0,15.75,22.05,101.56,94.795,93.68,92.83,28.3,-1.75,12.6,20.5,13.45,6.3,11.3,14,7.17619603267212
2005,4,3,"ALICANTE",16,24.89,13.77,11.12,0,0,0,16,13.77,11.12,110.5,57,0,0,11.6666666666667,0,14.1666666666667,8.33333333333333,4.16666666666667,0.833333333333333,0,0,1.66666666666667,5.83333333333333,0,21.8,30.1,101.575,102.335,100.905,99.785,26.8,4.05,16.43,21.08,15.58,10.03,16.08,10.5,9.37924225595459
2005,4,4,"ALMERIA",3,13.44,0,13.44,0,0,0,3,0,13.44,122,61,0,0,10,0,12.2333333333333,4.43333333333333,2.23333333333333,0,0,0,0,19.1666666666667,0,13.73,14.5,101.59,102.6,101.34,100.13,26.08,8.4,16.4,21,16.7,12.4,15.63,11.4,9.73650385604113
2005,4,5,"AVILA",5,9.65,0,9.65,0,0,0,5,0,9.65,74,58.33,0,3.33333333333333,43.3333333333333,3.33333333333333,33.3333333333333,16.6666666666667,4.43333333333333,0,21.1,1.1,3.33333333333333,6.66666666666667,0,13.5,28.7,101.54,89.91,88.8,87.87,25.8,-3.7,7.8,16.27,9.97,3.63,11.6,10,8.21114369501466
2005,4,6,"BADAJOZ",25,129.82,14.65,115.17,0,0,0,25,14.65,115.17,105,56,6.66666666666667,0,16.6666666666667,0,14.4333333333333,8.9,0,0,0,12.2333333333333,6.66666666666667,2.23333333333333,0,4,8.4,101.81,100.73,99.52,98.61,32.13,3.63,18.3,23.4,16.17,8.93,13.8,9,16.424778761062
2005,4,7,"ILLES BALEARS",13,3.64,0.12,3.52,0,0,0,13,0.12,3.52,118,67.43,2,1.33333333333333,11.3333333333333,0,17.7666666666667,10,1.66666666666667,0,0.366666666666667,0,0.666666666666667,11.1,0.566666666666667,11.3,18.22,101.538,102.605,101.2,100.085,24.36,3.08,11.33,18.33,13.84,9.32,14.01,13.5,6.0730326108182
2005,4,8,"BARCELONA",49,34.88,22.92,11.96,3,0.1,0.35,46,22.82,11.61,103.5,61.5,1.66666666666667,0,13.3333333333333,0,11.6666666666667,5,1.1,0,0,0,0,12.2333333333333,0,7.13,9.7,101.5,100.475,99.06,97.8,24.44,4.52,12.66,18.24,13.9,9.48,14.46,12.33,7.06981208697899
2005,4,9,"BURGOS",7,107.44,53.64,53.8,0,0,0,7,53.64,53.8,85.67,67.33,3.33333333333333,3.33333333333333,56.6666666666667,6.66666666666667,52.2333333333333,40,4.43333333333333,0,15.5666666666667,0,6.66666666666667,11.1,0,14.37,68.33,101.605,94.28,93.005,91.92,27.73,-2.13,6.03,16.13,10.03,3.87,9.93,11.33,6.67060212514759
2005,4,10,"CACERES",40,30.7,3.35,27.35,0,0,0,40,3.35,27.35,96,54,3.33333333333333,0,26.6666666666667,0,18.3333333333333,11.6666666666667,1.66666666666667,0,0,3.9,3.33333333333333,3.33333333333333,0,11.12,21.82,101.66,98.25,97.11,96.21,30.28,2.28,14.78,20.6,14.38,8.08,14.55,10,13.1365740740741
2005,4,11,"CADIZ",8,6.25,0.59,5.66,0,0,0,8,0.59,5.66,119,60.33,2.23333333333333,0,4.43333333333333,0,6.1,2.76666666666667,0.566666666666667,0,0,0,0,17.6333333333333,0,2.67,4.85,101.7,102.333,101.463,100.62,25.5,7.16,16.39,20.29,15.9,11.5,15.87,16.29,17.1929824561403
2005,4,12,"CASTELLON",20,370.91,118.15,252.76,3,0.05,0,17,118.1,252.76,105,55,0,0,16.6666666666667,0,26.6666666666667,5,0,0,0,0,3.33333333333333,13.3333333333333,0,3,8,101.54,102.39,101.02,99.76,26.9,5.85,13.8,21.35,15.7,10.05,14.75,11,8.80294659300184
2005,4,13,"CIUDAD REAL",18,100.26,1.5,98.76,0,0,0,18,1.5,98.76,87,50,3.33333333333333,0,16.6666666666667,0,13.3333333333333,6.66666666666667,0,0,0,10,6.66666666666667,3.33333333333333,0,4.1,8.7,101.68,95.5,94.45,93.61,31.6,1.8,13.6,21.6,14.8,7.9,15.6,11,11.3977485928705
