"anho","mes","idprovincia","nombre","numero_de_incendios","superficie_total_quemada","sup_total_arbolada","sup_total_desarbolada","naturales_casos","naturales_total_arbolada","naturales_total_noarboalda","antropicos_casos","sup_antropicos_total_arbolada","sup_antropicos_total_noarbolada","e","evap","glo","hr","inso","n_cub","n_des","n_fog","n_gra","n_llu","n_nie","n_nub","np_001","np_010","np_100","np_300","nt_00","nt_30","n_tor","nv_0050","nv_0100","nv_1000","nw_55","nw_91","p_max","p_mes","p_sol","q_mar","q_max","q_med","q_min","ta_max","ta_min","ti_max","tm_max","tm_mes","tm_min","ts_10","ts_20","ts_50","ts_min","w_med","w_rec","tasa_de_paro"
2002,4,7,"ILLES BALEARS",2,0.02,0.01,0.01,0,0,0,2,0.01,0.01,112.14,1026,56634,71.8,7.75,10.5,4.5,1.25,0,11.25,0,15,9.22,7.11,2.56,0.56,0.25,0,0.75,0,0,0,3.13,0.13,33.49,92.47,57.75,1013.05,1026.3,1009.68,987.45,24.56,5.71,12.84,18.23,13.73,9.2,-9999,-9999,-9999,13.59,10.88,370.14,6.74439871970736
2002,4,8,"BARCELONA",13,2.99,1.56,1.43,0,0,0,13,1.56,1.43,111.5,836,-9999,72.5,7.05,11.5,6.5,4,0,10.5,0,12,9.5,7,3.25,0.5,0,0,0,0,0,3,3,0,32.65,79.55,52.5,1012.8,1005.3,988.5,967.3,22.88,7.53,11.95,16.9,13.68,10.43,-9999,-9999,-9999,14.85,12.75,271.67,9.81840693355345
2002,4,9,"BURGOS",24,181.89,26.75,155.14,0,0,0,24,26.75,155.14,77,863,-9999,64,7.2,8,5,1,2,8,3,17,10.33,7.33,2.67,0,6.67,0,1,0,0,0,3,0,17.67,57.27,53,1015.1,946.6,929.1,909.05,24.7,-2.1,5.03,15.93,9.17,2.33,11.1,11.2,9.8,6.9,9.33,210.67,7.61072988147225
2002,4,10,"CACERES",4,40.08,8.05,32.03,0,0,0,4,8.05,32.03,107,1064,-9999,62,9,7,10,0,0,10,0,13,9.67,7.33,2,0,0,0.5,1,0,0,0,1.75,0,18.3,55.13,67,1013.4,981.7,968,946.1,29.58,2.8,10.25,19.8,13.93,8,17.7,16.6,15.7,14.5,8.5,205.25,17.5384615384615
2002,4,11,"CADIZ",2,5.09,0.86,4.23,0,0,0,2,0.86,4.23,129,1249.33,-9999,66.33,8.67,7,11.67,1,0.67,8.33,0,11.33,11.29,8.43,2.86,0.43,0,0.71,1.67,0,0,0.67,7.29,0,27.7,89.63,65.33,1014.43,1025.3,1012.07,988.83,28.56,7.89,14.1,19.6,15.66,11.6,-9999,-9999,-9999,16.03,15.71,347.57,26.6129032258065
2002,4,12,"CASTELLON",4,0.44,0,0.44,1,0,0,3,0,0.44,127,849,-9999,67,7.6,8,5,0,0,9,0,17,9.5,8,2.5,0.5,2,0,1,0,0,0,1.5,0,33,90.15,57,1012.6,1024.5,1007.4,983.9,24.15,3.65,9.6,16.35,12.1,7.85,-9999,-9999,-9999,14.15,9.67,219,5.30594779632006
2002,4,13,"CIUDAD REAL",2,52.05,0.05,52,0,0,0,2,0.05,52,98,761,57894,61,7.7,7,8,1,0,10,0,15,10,9,1,0,0,0,3,0,0,0,2,0,11.6,52,58,1013.5,955.7,941.2,917,29.6,2.6,8.6,20,13.8,7.6,13.8,13.8,13.6,15.8,10,201,9.42492012779554
2002,4,14,"CORDOBA",3,2.92,0,2.92,0,0,0,3,0,2.92,125,1016,-9999,67,7,9,7,1,0,14,0,14,11.25,8,2.25,0.5,0,0.5,4,0,0,0,2,0,27.45,75.63,53,1014.7,1018.2,1003.8,979.7,28.8,2.6,9.5,19.25,13.78,8.28,-9999,-9999,-9999,14.63,8.5,202.75,22.1270991109648
2002,4,15,"A CORU<U+00C3>",247,720.44,219.34,501.1,0,0,0,247,219.34,501.1,105.25,693,49887,75.5,6.23,8.33,3.33,9.5,1.75,11.5,0,18.33,13,10,2.6,0,0,0,1,0,0,1.67,4,0.25,19.74,72.92,46.33,1014.73,1010.78,997.25,977.78,25.42,3.14,9.8,15.26,11.24,7.32,14.05,13.65,13.25,12.96,13.75,342.33,12.1909993661525
2002,4,16,"CUENCA",6,8.45,3.3,5.15,0,0,0,6,3.3,5.15,75,1335,-9999,56,8.2,7,7,0,0,8,0,16,8,7,1,0,2,0,0,0,0,0,1,0,12.4,47.1,61,1012.8,921,904.8,881.9,27.5,-1.4,7.2,17.9,11.4,4.8,15,13.5,-9999,9.8,9,189,8.85416666666666
2002,4,17,"GIRONA",9,1.51,0.43,1.08,0,0,0,9,0.43,1.08,118,625,-9999,74,6,9,3,5,0,14,0,17,12,10,6,2,0,0,2,0,0,2,3,0,65.2,181.7,44,1012.9,1013.9,997.6,977.5,26.2,3.8,11.9,18.8,13.2,7.5,-9999,-9999,-9999,11.4,10,-9999,9.23281301893059
2002,4,18,"GRANADA",4,4.96,0.5,4.46,0,0,0,4,0.5,4.46,95.5,942.5,60274,62,8.3,7,7,2,1,13,0.5,16,12.2,9.4,2.2,0.4,0,0.6,1,0,0,0.5,1.4,0,24.14,74.24,62.5,1013.75,956.05,941.2,915.9,28.96,3.58,9.66,19.6,13.46,7.3,-9999,-9999,-9999,12.66,8.8,200.4,17.5870348139256
2002,4,19,"GUADALAJARA",15,22.4,0.01,22.39,0,0,0,15,0.01,22.39,67.67,901,-9999,54,7.9,7,6.5,1,0,6,1.5,16.5,7,6.33,1.33,0,8,0,0,0,0,0,0.67,0,14.1,44.87,59,1012,932.05,915.35,893.85,26.47,-4.6,5.57,17.47,9.6,1.7,13.8,13.5,13.4,5.97,9,173,8.53018372703412
2002,4,20,"GUIPUZCOA",10,31.29,3.7,27.59,0,0,0,10,3.7,27.59,109,757.5,49131,76,5.95,10.5,2,3.5,0,17.5,0,17.5,16.75,13,2.25,0.5,0,0,0,0.5,0,2.5,2.75,0,26.3,87.25,43.5,1015.75,1017.1,999.85,980.35,22.33,3.68,7,15.85,11.68,7.45,13.2,12.6,12.3,12,9.75,212,6.93464252838293
2002,4,21,"HUELVA",4,1.62,0,1.62,0,0,0,4,0,1.62,126,963,-9999,67,8.9,4,10,0,0,9,0,16,9,7.5,2.5,0.5,0,1.5,1,0,0,0,2.5,0,24.05,67.2,67,1014.4,1025.5,1012,989,30.75,5.95,15.1,21.8,16,10.05,19.8,19.9,-9999,13.8,11,227,19.7190165579528
2002,4,22,"HUESCA",8,40.85,16.4,24.45,0,0,0,8,16.4,24.45,91,-9999,-9999,60,-9999,-9999,-9999,2,0,9,0,-9999,9.5,7,2.5,0,2,0,3,-9999,-9999,-9999,6,0,21.4,62.3,-9999,1011,963.7,947.1,927.7,25.9,0.15,6.7,17.05,11.15,5.2,-9999,-9999,-9999,10.05,13,294.5,4.8368953880765
2002,4,23,"JAEN",3,10.1,0.1,10,0,0,0,3,0.1,10,98,1060,-9999,59,-9999,2,12,0,0,11,0,16,10.5,10,4.5,0,0,0,0.5,0,0,0,-9999,-9999,23.7,93.3,-9999,1014.7,962.3,948,923.3,28.4,3.9,10.8,19.2,14.7,10.3,-9999,-9999,-9999,18.8,6,-9999,20.0158541418946
2002,4,24,"LEON",86,780.46,267.05,513.41,0,0,0,86,267.05,513.41,71.75,1296.5,59051,60.5,8,5,6,1,0,6.5,0,19,6.75,3.75,0.5,0,7,0,0,0,0,1,1.25,0,7.3,19.53,59,1013.85,916.7,900.23,880.83,25.53,-2.33,6.4,15.18,8.88,2.58,14.8,14.25,13.2,8.5,10.75,241.75,10.508664058133
2002,4,25,"LLEIDA",13,14.77,10.27,4.5,0,0,0,13,10.27,4.5,103,1464,-9999,62,8,5,6,2,0,8,0,19,8,6,0,0,0,0.5,0,0,0,1,0,0,7.6,38.1,59,1013.5,1007.4,990.1,968.9,28.7,2.6,9.15,19.7,13.25,6.8,14.8,14.6,14,11.6,6.67,161,6.66273584905659
2002,4,26,"LA RIOJA",23,18.5,1.25,17.25,0,0,0,23,1.25,17.25,85,1449,53891,56,7.4,10,5,1,0,10,0,15,7,5,0,0,1,0,1,0,0,0,1,0,8,30.5,55,1014.5,989.1,972,952.3,28.2,-0.4,6.8,19.2,12.9,6.6,-9999,-9999,-9999,12.6,10,264,7.72261623325454
2002,4,27,"LUGO",130,390.41,77.24,313.17,0,0,0,130,77.24,313.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.4347826086957
2002,4,28,"MADRID",21,5.75,0,5.75,0,0,0,21,0,5.75,77.82,1346.17,62168,55.55,8.36,6.14,7.86,2,0,7.57,1.43,16,8.18,6.36,2.18,0.18,2.82,0.27,1,0.29,0,1.14,1.6,0.1,19.41,56.65,62.14,1012.94,924.02,908.5,886.18,27.26,-0.78,8.05,17.62,11.6,5.55,6.3,5.7,4.3,12.03,8.82,210.8,6.9580176421068
2002,4,29,"MALAGA",3,0.54,0.3,0.24,0,0,0,3,0.3,0.24,132,789,-9999,70,8.6,4,11,0,1,12,0,15,11.5,7,3.25,0.75,0,0.6,4,0,0,0,2.4,0,43,93.78,65,1014.1,1030,1013.3,987.1,29.34,9.26,15.72,20.74,16.7,12.58,-9999,-9999,-9999,18.1,11.4,249.4,13.550327259862
2002,4,30,"MURCIA",4,1.93,0.03,1.9,0,0,0,4,0.03,1.9,119.17,1147.33,-9999,64.5,8.27,6,8,1.33,0,9.67,0,16,10.2,5.2,1.8,0.6,0,1,1.67,0,0,1,2.2,0,32.12,63.3,62.33,1013.6,1025.5,1008.13,983,29.47,5.57,14.1,21.23,15.78,10.32,20.4,19,18,16.15,10.5,225.8,11.1534968210717
2002,4,31,"NAVARRA",5,19.8,5.2,14.6,0,0,0,5,5.2,14.6,87,1133,-9999,65,7.4,9,5,0.5,0,10,0.5,16,7.67,5.33,1,0,0.33,0,0,0,0,1,1.5,0,10,43.1,55,1014.8,978.6,961.7,942.3,26.57,-0.23,6.53,17.8,11.83,5.83,-9999,-9999,-9999,12.8,13,274.5,5.12723129510065
2002,4,32,"OURENSE",551,1790.83,525.01,1265.82,0,0,0,551,525.01,1265.82,86.75,905,-9999,64.25,7,4,5,1,1,10,0,21,9,6,0.25,0,4,2,0,0,0,1,0.33,0,8.35,28.78,52,1007.4,965.23,950.53,931.1,29.25,-0.78,9.1,18.68,11.25,3.78,14.3,14.7,-9999,9.18,6.25,152,8.99628252788104
2002,4,33,"ASTURIAS",171,823.78,140.55,683.23,0,0,0,171,140.55,683.23,107,804.33,47310,75.67,6.17,9.67,4.67,3.33,0.67,15,0,15.67,13,9.6,3.6,0,2.33,0,0.67,0,0,2,2.6,0.2,25.48,87.58,45.67,1015.37,1012.83,996.53,978.43,20.93,3.33,7.67,14.07,10.58,7.05,-9999,12.9,12.5,11.47,9.2,209.6,10.2830873457537
2002,4,34,"PALENCIA",8,45.05,5,40.05,0,0,0,8,5,40.05,66.67,-9999,-9999,57.33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.33,5.33,0.67,0,7.33,0,-9999,-9999,-9999,-9999,1.33,0,12.43,30.23,-9999,1008.45,912.3,895.8,875.45,24.33,-2.37,5.43,15.27,8.93,2.6,-9999,-9999,-9999,7.8,9,210.33,9.18674698795182
2002,4,35,"LAS PALMAS",0,0,0,0,0,0,0,0,0,0,143.5,1871.33,-9999,63,7.68,1.33,1.33,0,0,9,0,27.33,7.17,3.5,0.17,0,0,2,0,0,0,0,11,0,5.33,12.42,59.6,1014.77,1021.27,1011.9,997.6,31.22,14.02,20.23,22.97,19.9,16.78,24.2,24.3,23.8,22.53,21,462.75,11.0403397027601
2002,4,36,"PONTEVEDRA",339,478.78,132.87,345.91,0,0,0,339,132.87,345.91,104,678,-9999,68.5,7.8,6.5,7,7.5,0,10.5,0,16.5,10,7.5,2,0,0,0,0,0,0,1.5,0.5,0,21.3,64.1,58,1015.7,1006.4,994.05,974.6,28.5,2.5,11.8,17.65,12.7,7.75,14.3,14.45,14.25,13.9,10,209,13.5648263802148
2002,4,37,"SALAMANCA",3,9.25,2,7.25,0,0,0,3,2,7.25,82.5,1339,59286,61.25,8.2,7,6,2,1,9,0,17,8.5,7,0.5,0,2,0,1,0,0,1,0,0,9.93,33.3,61,1013.03,941.75,926.63,905.73,27.28,-1.68,8.1,17.95,10.95,3.93,12.6,12.4,11.8,8.3,8.75,195.33,13.6986301369863
2002,4,38,"S.C. TENERIFE",0,0,0,0,0,0,0,0,0,0,150.14,1342.75,-9999,70.33,6.08,3.8,2,2.5,0,10.17,0.17,24.2,9.5,5.83,1.33,0.17,0,0.83,0.17,0,0,0.2,6.6,0.8,16.53,43.26,47,1017.08,969.07,959.82,945.32,29.2,13.27,18.45,21.57,18.7,15.77,-9999,-9999,-9999,21.83,17.5,578.5,11.6388308977035
2002,4,39,"CANTABRIA",33,154.66,10.83,143.83,0,0,0,33,10.83,143.83,115.5,953,51111,79,6.35,11,4,0.5,1,16.5,0,15,14.25,10.5,3.5,0.5,2,0,1.5,0,0,0.5,2.25,0,26.13,88.85,47,1016.05,1030.05,1012.4,993.6,23.25,2.88,9.63,16.3,11.73,7.13,12.8,13.2,13.4,11.3,11.5,263.5,9.71452918619513
2002,4,40,"SEGOVIA",0,0,0,0,0,0,0,0,0,0,57,1645,-9999,55.5,8.6,7,6,2,1,4,3,17,9.5,6.5,2.5,0.5,9,0,1,0,0,1,6,0,22.55,60.15,64,1016.25,872.95,856.45,832.85,21.3,-4.65,1.2,12.2,7.25,2.2,12.3,11,10.7,9.25,10.5,235,8.8957055214724
2002,4,41,"SEVILLA",0,0,0,0,0,0,0,0,0,0,116.5,1551.5,-9999,59,7.95,5.5,10.5,1,0,11.5,0,14,11.5,7.5,1.5,0,0,2.67,1.5,0,0,0,2.67,0,14.95,49.85,60,1013.25,1019.75,1006.25,981.95,31.47,4.13,12.3,21.7,15.37,9,-9999,-9999,-9999,13.67,9.5,217,19.2028044663724
2002,4,42,"SORIA",6,10.51,0.55,9.96,0,0,0,6,0.55,9.96,65,1201,56652,55,7.6,7,4,1,0,6,3,19,8,6,2,0,5,0,0,0,0,0,2,0,10.9,36.8,56,1012.2,907.3,890.4,869.1,25.6,-3.4,5.8,16.2,9.7,3.2,11.1,10.9,10.9,11.4,12,273,4.32569974554706
2002,4,43,"TARRAGONA",3,0.25,0,0.25,0,0,0,3,0,0.25,118.5,1005.5,-9999,67,7.35,9,3,2.5,0.5,7.5,0,18,7,6.5,2.5,0,0,1,0,0,0,1.5,3,0.5,19.2,63.15,55,1013,1022.2,1005.5,983.3,29.15,4.8,13.05,20.7,15.1,9.4,-9999,-9999,-9999,13.45,10.75,205.5,9.14556962025316
2002,4,44,"TERUEL",6,0.91,0.87,0.04,0,0,0,6,0.87,0.04,75,1372.5,-9999,57.5,7.4,11.5,5.5,1.67,0,8,0,13,7,5.67,1.67,0.33,2.33,0,0.33,0,0.5,1.5,3,0,21.8,44.8,55,1012.9,926.9,911.1,890,27.03,-0.17,5.77,17.5,11.3,5.03,11.9,11.1,10.95,10.27,10,200,6.2015503875969
2002,4,45,"TOLEDO",6,13.12,1,12.12,0,0,0,6,1,12.12,88,958,63455,55.67,9.1,8,9,0,0,7,0,13,7.67,5,2.33,0,0.33,0.67,0,0,0,0,1,0,19.53,50.67,68,1010.9,957.2,941.75,918,29.7,0,10.83,20.13,13.13,6.03,17.3,16.2,15.4,11.5,8.33,193.33,12.2613491726771
2002,4,46,"VALENCIA",4,0.11,0.07,0.04,0,0,0,4,0.07,0.04,123.5,661,54437,67,7.65,6.5,6.5,0,0,9.5,0,17,9.2,7.2,3,0.6,0,1.2,0.5,0,0,0,1.8,0,61.72,120.66,57.5,1012.85,1025.4,1008.55,984.3,30.16,7.44,13.36,21.52,16.12,10.74,17.3,16.5,16.3,14.88,7.8,168.4,12.2870706506562
2002,4,47,"VALLADOLID",8,4.9,2.05,2.85,0,0,0,8,2.05,2.85,74.67,1377,58517,57,8.45,9.5,3.5,1.5,0.5,6.5,1,17,7.33,4.33,0.67,0,3.67,0,1,0,0,0,0.67,0,12.17,28.3,63,1012.6,939.6,924,903.4,26.57,-2.67,6.03,17.77,10.67,3.53,13.9,13.05,12.15,8.2,9.67,215.67,13.8664398128456
2002,4,48,"VIZCAYA",14,136.2,38.7,97.5,0,0,0,14,38.7,97.5,98,-9999,-9999,69,-9999,14,3,2,0,18,0,13,10.67,7.33,1,0,0,0,1,0,0,0,4.33,0.33,9.27,34.5,-9999,1016.1,1029,1011.4,991.8,22.15,3.4,8.6,15.2,11.1,6.95,-9999,-9999,-9999,11.4,11.5,311.33,10.8988106843439
2002,4,49,"ZAMORA",52,472.03,94.48,377.55,0,0,0,52,94.48,377.55,73,1207,-9999,56.33,8,5,9,0,0,8,0,16,6.5,5,1,0,3.33,0,0,0,0,0,0,0,10.65,23.2,60,1015.3,943.2,927.3,907.3,26.73,-2.1,7.03,17.1,10.33,3.5,15.4,14.2,14.3,8.9,7.5,163.5,10.2272727272727
2002,4,50,"ZARAGOZA",26,23.94,10.01,13.93,0,0,0,26,10.01,13.93,81.5,2050.5,-9999,54,8.2,6,5,0,0,7.5,1,19,7.75,4.5,0.5,0,1,0,0.5,0,0,0,2,0,9.95,23.95,61,1013.2,970.2,953.55,933.85,28.23,0.23,5.3,18.93,12.48,5.95,20.8,20.1,17.3,10.93,9.5,162.33,6.07777491630183
2002,5,1,"ALAVA",2,0.21,0.04,0.17,0,0,0,2,0.04,0.17,111,820,49789,72,6.1,13,0,3,0,19,0,18,15,13,2,0,0,1,5,0,0,1,1,0,19.9,87.2,41,1015.7,966.3,956.4,942.3,30,0.6,10.2,18.4,12.3,6.2,16.3,15.2,14.5,11,10,189,8.27633378932968
2002,5,2,"ALBACETE",12,9.23,6.88,2.35,0,0,0,12,6.88,2.35,95.5,1985,-9999,52.5,8,7,9,0.5,0,9.5,0,15,7.5,5.5,1,1,0,0,1,0,0,0,1.5,0,37.75,53.6,56,1014.7,946.05,936.5,924.15,28.95,1.5,8.4,22,15.4,8.7,-9999,-9999,-9999,12.9,14,351,5.45693622616698
2002,5,3,"ALICANTE",6,1.33,0.21,1.12,1,0.1,0.4,5,0.11,0.72,133,1355.5,-9999,58,9.35,6,6,0,0,7.5,0,19,6.5,4,1.5,0,0,1,2.5,0,0,0,1,0,29,55.6,65.5,1014.5,1018.75,1007.9,992.15,32,9.15,17.3,23.7,18.8,13.75,-9999,-9999,-9999,19.1,11.5,163,11.4796654167869
2002,5,4,"ALMERIA",0,0,0,0,0,0,0,0,0,0,132,-9999,-9999,55,10.1,4,9,2,0,1,0,18,1.8,1,0,0,0,2.5,0,0,0,0,8,0.25,4.9,5.48,71,1013.8,1020.3,1011.3,998.1,31.45,9.7,15.53,24.05,18.98,13.88,-9999,-9999,-9999,18.8,14,309.5,7.65940902021773
2002,5,5,"AVILA",4,1.75,0.45,1.3,0,0,0,4,0.45,1.3,84,1215,-9999,59,8.1,11,2,0,3,13,0,18,13,6,1,0,2,0,0,0,0,0,6,0,22.3,43.9,56,1014.2,896.3,887.8,877.3,26.4,-1.4,8.2,17.3,11.6,5.8,15.4,15.5,14.1,14.8,13,287,7.085346215781
2002,5,6,"BADAJOZ",2,6,2,4,0,0,0,2,2,4,108,1614,-9999,50,10.6,5,6,1,0,9,0,20,7,4,0.67,0,0,7,0,0,0,0,1.67,0,13.77,24.9,74,1016.8,1003,994.1,983,34.27,4.7,15.6,25.2,17.97,10.67,22.4,20.1,18.6,18.13,10,228.33,18.927087268606
2002,5,7,"ILLES BALEARS",2,0.06,0.06,0,0,0,0,2,0.06,0,139.13,1312.75,70552,69,9.28,6.75,7.25,0.75,0,7.25,0,17,8,5.75,3.13,0.5,0,0,2,0,0,0,4,0.43,32.71,87.19,64,1014.7,1022.65,1011.35,995.58,27.3,6.94,12.54,20.93,16.5,12.03,-9999,-9999,-9999,16.15,13.71,402.29,6.74439871970736
2002,5,8,"BARCELONA",15,0.58,0.16,0.42,0,0,0,15,0.16,0.42,126.5,967,65079,71.5,7.8,10,4.5,3.5,0,11.5,0,16.5,11,10,4,0,0,0,4,0,0,2,3.33,0.33,22.97,97.83,53.5,1014.45,1001.85,990.25,978.35,24.33,8.4,13.1,18.9,15.77,12.43,-9999,-9999,-9999,16.33,12.25,325.5,9.81840693355345
2002,5,9,"BURGOS",8,34.3,2.95,31.35,0,0,0,8,2.95,31.35,92.75,1012,-9999,62.75,7,8,1,1,1,15,0,22,17,12.25,1.25,0.25,1,0.5,2,0,0,1,4.5,0,20.33,67.58,48,1015.9,940.35,930.7,917.55,29.1,-0.1,10.33,18.33,12.03,5.7,15.1,15.1,13.1,11.2,11.5,238.25,7.61072988147225
2002,5,10,"CACERES",13,17.59,1.01,16.58,1,0.01,0,12,1,16.58,107,1500,75446,53,10.2,6,6,0,2,7,0,19,9,5.75,0.25,0,0,4.25,1,0,0,0,2.25,0,8.73,21.93,71,1015.5,979.3,970.4,959.8,32.53,4.1,13.88,23,16.55,10.05,22.6,21.3,20,18.88,10.4,246.75,17.5384615384615
2002,5,11,"CADIZ",8,4.5,0.54,3.96,0,0,0,8,0.54,3.96,131.67,1730.67,-9999,58.67,10.17,4,10.33,0.67,0,4.67,0,16.67,4,2.57,0.86,0,0,2,1.67,0,0,0.67,4.86,0,12.66,21.79,71.67,1016.73,1021.67,1014.4,1003.27,29.51,8.36,16.39,22.37,17.77,13.14,-9999,-9999,-9999,18.86,16,354.86,26.6129032258065
2002,5,12,"CASTELLON",4,0.14,0,0.14,0,0,0,4,0,0.14,145,1075,-9999,66,8.2,7,4,1,0,9,0,20,7.67,6,3.33,1.67,0,0,2,0,0,0,1,0,60,129.87,57,1014,1020.3,1008.9,995.8,28.2,9.8,14.2,22.3,17.9,13.4,-9999,-9999,-9999,17.4,9,154,5.30594779632006
2002,5,13,"CIUDAD REAL",4,30.06,0,30.06,0,0,0,4,0,30.06,106,1102,67481,55,8.5,7,6,0,0,10,0,18,8,4,1,0,0,4,0,0,0,0,2,0,12.2,26.6,59,1015,952.5,943.4,933,35,3.8,11.2,23,16.6,10.1,17.1,17.3,17,15,11,225,9.42492012779554
2002,5,14,"CORDOBA",6,35.66,0,35.66,0,0,0,6,0,35.66,115,1976,-9999,50,10,8,10,0,0,7,0,13,6,3.67,0,0,0,6.67,0,0,0,0,0,0,6.63,15.2,70,1016.1,1017.5,1005.3,993.9,34.87,4.2,13.9,24.33,17.5,10.63,-9999,-9999,-9999,17.5,11.67,258.33,22.1270991109648
2002,5,15,"A CORU<U+00C3>",25,28.8,7.31,21.49,0,0,0,25,7.31,21.49,120,713.33,57129,76.83,5.67,11.67,1.33,9,0.25,21.75,0,18,21.43,15,3.57,0.57,0,0,0.25,0,0,0.67,8,1.17,33.37,133.01,38.33,1015.28,1009.04,999.42,979.96,23.44,6.57,12.2,16.01,12.77,9.49,16.1,15.65,15.05,12.74,18.17,427,12.1909993661525
2002,5,16,"CUENCA",10,2.77,0.83,1.94,0,0,0,10,0.83,1.94,86,1441,-9999,53,8.5,8,4,0,1,9,0,19,10,7,2,0,0,0,0,0,0,0,2,0,17.7,51.9,59,1014.5,917.4,907.3,895.7,29,2,7.6,19.7,13.5,7.3,17.1,16.4,-9999,13.1,10,220,8.85416666666666
2002,5,17,"GIRONA",1,0.01,0.01,0,0,0,0,1,0.01,0,133,635,-9999,73,6.9,6,4,4,0,16,0,21,16,15,5,1,0,0,1,0,0,1,1,0,41.8,157.7,47,1014.3,1010.7,999.1,987.5,28,3.4,13.2,20.5,14.9,9.2,-9999,-9999,-9999,14.4,8,-9999,9.23281301893059
2002,5,18,"GRANADA",8,18.57,0.5,18.07,0,0,0,8,0.5,18.07,94,1602.5,75628,47,9.85,8,8,0,0,7.5,0,15,6.2,5,0.2,0,0,5.4,1,0,0,0,0.8,0.2,7.84,21.68,69,1014.55,951.35,943,930.9,34.04,2.64,12.84,23.7,16.22,8.7,-9999,-9999,-9999,15.8,10.33,219.8,17.5870348139256
2002,5,19,"GUADALAJARA",13,10.92,0,10.92,0,0,0,13,0,10.92,89.5,1117,-9999,54.5,7.8,7.5,1.5,0.5,0,10,0,22,10.33,6.33,2,0,1,1.5,0,0,0,0,2,0,25.77,64.23,53.5,1013.2,927.7,917.45,906.6,31.1,-1.3,8,20.5,12.9,5.2,-9999,-9999,-9999,9.8,11,214,8.53018372703412
2002,5,20,"GUIPUZCOA",2,9.05,9.05,0,1,2.3,0,1,6.75,0,125,1009.5,52769,73.5,5.4,11,0.5,2.5,1,21.5,0,19.5,20.75,16.75,5,1.25,0,2,3.5,1,0,1,6.75,0.75,57.85,197.2,37,1016.4,1011.1,1000.6,982.45,32.33,5.95,12.48,18.93,14.43,9.88,15.9,15.3,14.8,16.93,10.5,239,6.93464252838293
2002,5,21,"HUELVA",16,8.45,0.55,7.9,0,0,0,16,0.55,7.9,133,1413,-9999,59,10.5,5,18,0,1,4,0,8,3.5,2,0.5,0,0,2,1,0,0,0,0,0,10.5,13.65,74,1016.8,1022.8,1014.5,1003,30.65,7.35,18.25,24.25,18.05,11.8,23.7,23.4,-9999,15.9,10.5,227,19.7190165579528
2002,5,22,"HUESCA",7,133.77,0,133.77,0,0,0,7,0,133.77,112,-9999,-9999,59,-9999,-9999,-9999,0,0,10,0,-9999,9,7,2,0,0,1,0,-9999,-9999,-9999,15,2,12.3,50.8,-9999,1012.2,960.2,949,938.3,31,3.3,9.7,21.8,15.4,8.9,-9999,-9999,-9999,13.8,21,454,4.8368953880765
2002,5,23,"JAEN",11,31.94,2.6,29.34,0,0,0,11,2.6,29.34,99,-9999,-9999,47,-9999,3,14,0,0,6,0,14,6,4,0.5,0,0,6,0,0,0,0,0,0,7.45,18.63,-9999,1015.9,958.9,949.9,938.9,35,5.15,11.65,23.2,17.5,11.75,-9999,-9999,-9999,19.25,9.5,202,20.0158541418946
2002,5,24,"LEON",10,68.55,38.85,29.7,2,0.1,2.5,8,38.75,27.2,88.25,1332,64725,66,6.5,9.5,0,0,1,15.5,0,21.5,16,12,2,0,2.5,0,1.5,0,0,0,5.5,0,21.13,77.73,44,1015.45,911.3,902.15,888.95,26.1,-0.25,7.83,15.63,10.05,4.5,16,15.6,15.15,11.58,14,291.25,10.508664058133
2002,5,25,"LLEIDA",15,9.68,6.98,2.7,1,0.01,0.01,14,6.97,2.69,112,2109,-9999,55,8.9,8,9,0,0,14,0,14,13.67,8.67,2.33,0,1,0.25,2,0,0,0,1.4,0,20.3,68.7,60,1014.9,1002.3,991.6,980.6,28.58,2.08,11.1,20.23,13.78,7.28,17.9,17.8,17.1,11.93,7,155.4,6.66273584905659
2002,5,26,"LA RIOJA",4,2.23,0,2.23,0,0,0,4,0,2.23,105,1375,53287,59,6.9,10,0,0,0,15,0,21,14,11,4,0,0,2,4,0,0,0,4,0,15.6,70,47,1015.5,983.7,973.3,959.5,31.8,5.2,11,21,15.2,9.4,-9999,-9999,-9999,15.8,12,290,7.72261623325454
2002,5,27,"LUGO",28,43.2,6.96,36.24,5,0.5,0.91,23,6.46,35.33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.4347826086957
