"anho","mes","idprovincia","nombre","numero_de_incendios","superficie_total_quemada","sup_total_arbolada","sup_total_desarbolada","naturales_casos","naturales_total_arbolada","naturales_total_noarboalda","antropicos_casos","sup_antropicos_total_arbolada","sup_antropicos_total_noarbolada","e","evap","glo","hr","inso","n_cub","n_des","n_fog","n_gra","n_llu","n_nie","n_nub","np_001","np_010","np_100","np_300","nt_00","nt_30","n_tor","nv_0050","nv_0100","nv_1000","nw_55","nw_91","p_max","p_mes","p_sol","q_mar","q_max","q_med","q_min","ta_max","ta_min","ti_max","tm_max","tm_mes","tm_min","ts_10","ts_20","ts_50","ts_min","w_med","w_rec","tasa_de_paro"
2006,6,40,"SEGOVIA",13,7.52,1.15,6.37,7,0.16,0.8,6,0.99,5.57,100,2505,-9999,38,11.2,3,6,0,1,8,0,21,7,6,2,1,0,9,7,0,0,0,7,0,38.1,82.7,74,1013.1,909.9,903.9,897.9,33.8,3.5,22,28.3,21.1,14,24.3,22.2,20.1,21,13,310,8.6436170212766
2006,6,41,"SEVILLA",14,74.09,4,70.09,0,0,0,14,4,70.09,157.5,2693,-9999,49.5,10.6,0.5,11,0,0,8,0,18.5,3.75,3,0.25,0,0,21,1.5,0,0,0,0.33,0,8.18,14.35,72,1014.53,995.63,989.57,983.57,38.85,12.38,25.53,31.78,24.13,16.45,-9999,-9999,-9999,20.38,10,222,12.1165824421201
2006,6,42,"SORIA",8,6.05,2.31,3.74,1,0.05,0,7,2.26,3.74,123,1817,78545,52,9.6,6,2,0,2,13,0,22,13,12,2,0,0,6,8,0,0,0,5,0,21.2,76.9,63,1014,901.3,896.1,891.1,33,2.2,20,26.7,18.8,10.9,22.7,22,20.9,13.6,11,232,4.8951048951049
2006,6,43,"TARRAGONA",20,208.99,168.99,40,2,0.02,0.07,18,168.97,39.93,197.75,1516.5,76181,67.75,10.2,3,5.5,0,0,7.5,0,21.5,3,0.25,0,0,0,6.25,3.5,0,0,0,0.5,0,0.8,1.35,68,1017.2,1016.5,1009.95,1001.6,32.13,12.2,22.98,27.03,22.6,18.18,-9999,-9999,-9999,21.5,9.5,197.25,6.52116050039925
2006,6,44,"TERUEL",18,11.37,0.94,10.43,16,0.44,0.09,2,0.5,10.34,142.5,378,-9999,54,-9999,-9999,-9999,0,0,12.67,0,-9999,10,7.5,2,0,0,12.33,10,-9999,-9999,-9999,3.5,0,15.85,52.13,-9999,1015.2,921.3,915.8,909.3,34.47,6.63,23.37,28.77,21.27,13.73,-9999,-9999,-9999,17.83,9,189,4.47284345047924
2006,6,45,"TOLEDO",36,297.37,41.15,256.22,4,4,60.9,32,37.15,195.32,123,2295,-9999,39,11.3,2,5,0,0,9,0,23,8,6,1,0,0,21,9,0,0,0,7,0,17.4,32.4,75,1013.5,962.6,956.1,949.5,39.2,12,26.4,32.2,24.5,16.9,30.5,28.3,27,21.7,12.5,327,7.71331058020479
2006,6,46,"VALENCIA",28,13.89,3.3,10.59,12,0.08,0.78,16,3.22,9.81,165.83,870.5,68721,62.2,8.8,1,7.5,0,0,5.5,0,21.5,4.29,2.57,0.71,0,0,5.86,3.5,0,0,0,0.67,0,10.66,16.89,59,1017.2,1019.15,1012.95,1004.75,33.16,11.66,22.7,27.44,22.23,16.94,-9999,-9999,-9999,20.66,8.17,159.33,7.54331480876103
2006,6,47,"VALLADOLID",16,26.02,11.23,14.79,2,0,1.61,14,11.23,13.18,125.33,2125,78607,48.33,10.85,2,6.5,2.5,1.5,8.5,0,21.5,7.67,5.33,2.33,0.33,0,13,7,0,0,0,2.33,0,28.3,58.2,71.5,1012.13,934.47,926.8,920.7,34.73,3.6,23.3,28.97,20.63,12.23,25.35,24.8,22.55,17.37,9,205,8.1039162466072
2006,6,48,"VIZCAYA",3,0.31,0.21,0.1,0,0,0,3,0.21,0.1,166,-9999,58606,73.75,5.6,13,4,1,1,12,0,13,12.25,6,1.5,0,0,3,3,0,0,0,0.6,0,20.73,47.05,36,1016.4,1017,1006.37,998.13,33.93,8.58,17.5,23.48,19.03,14.48,-9999,-9999,-9999,17.75,8.6,186.2,8.20458177943528
2006,6,49,"ZAMORA",23,29.95,13.5,16.45,1,0,0.3,22,13.5,16.15,127.67,2144,-9999,53,9.9,3,11,0,0,7,0,16,5.33,3.33,1.33,0,0.67,7,2,0,0,0,0.5,0,15,29.73,66,1016,938.65,930.75,924.9,32.37,3.5,21.73,27.17,19.4,11.57,28.4,26.8,25.8,15.27,7.33,179,9.76800976800977
2006,6,50,"ZARAGOZA",40,161.89,47.02,114.87,12,1.7,0.22,28,45.32,114.65,136.4,2590.5,-9999,48,10.25,2,6,0.5,0.5,12.5,0,22,10.6,7.2,1.4,0.2,0,15.75,11.5,0,0,0.5,3.25,0,25.1,56.62,68,1015.45,964.7,957.7,950.8,34.83,6.38,22.6,29.75,22.13,14.5,29.9,27.9,26.7,18.68,9.8,185,6.18534008364517
2006,7,1,"ALAVA",6,2.8,1.4,1.4,3,1.4,0.1,3,0,1.3,209,1556,66437,76,8.4,5,0,2,0,7,0,26,5,4,1,0,0,11,7,0,0,2,2,0,11.9,26,56,1017.5,967.1,960.1,954.6,36.5,11.3,21.8,28.5,22,15.5,25.5,24.4,22.8,19,7,156,6.87929956222639
2006,7,2,"ALBACETE",13,10.87,10.31,0.56,3,0.07,0,10,10.24,0.56,133.67,3882,88090,36,11.8,1,18,0,0,2,0,12,0.5,0.5,0.5,0,0,31,2,0,0,0,0,0,5.75,5.75,81,1014.2,937.63,932.47,926,39.3,15.6,32.6,35.55,27.25,18.9,-9999,-9999,-9999,22.55,11.33,-9999,11.7713004484305
2006,7,3,"ALICANTE",16,62.39,10.84,51.55,2,0.5,0.01,14,10.34,51.54,207.5,1468.5,77591,61.67,10.95,0,17,0,0,1.5,0,14,0.75,0.25,0,0,0,28.5,0,0,0,0,0.25,0,0.28,0.43,75.5,1016.8,1015.85,1010.3,1004.1,35.85,17.23,29.33,32.03,26.05,20.03,-9999,-9999,-9999,23.03,9.25,192.75,8.72791519434629
2006,7,4,"ALMERIA",13,5,0,5,0,0,0,13,0,5,187,2315,84253,58.67,11,1,17,0,0,1,0,13,0.33,0.33,0,0,0,17.33,0,0,0,0,1.67,0,0.67,0.67,76,1013.5,976.17,970.03,964.47,36.73,17.8,25.63,31.03,26.37,21.57,-9999,-9999,-9999,24.53,12,271.33,10.1497005988024
2006,7,5,"AVILA",31,289.37,10.04,279.33,11,0.4,5.87,20,9.64,273.46,110.5,2147,-9999,42.5,10.5,2,12,0,1,7,0,17,5,4,0.5,0,0,8.5,4,0,0,0,1,0,8.05,15.7,71,1013.4,897.4,892.1,887.5,32.05,8.05,22.35,27.65,20.2,12.7,-9999,-9999,-9999,17.5,8,184,5.52486187845304
2006,7,6,"BADAJOZ",99,812.18,317.85,494.33,7,0,48.03,92,317.85,446.3,173.25,2462,-9999,43,12,2,20,0,0,2,0,9,2.75,1.75,0.25,0,0,27.75,4,0,0,0,0.75,0,5.75,8.25,83,1016.3,998.8,994.3,988.8,41.13,14.48,28.73,35.5,27.15,18.75,30.9,29.1,27.4,25.75,8,186.25,11.4812189936215
2006,7,7,"ILLES BALEARS",22,8.57,3.39,5.18,3,0,0.55,19,3.39,4.63,252.86,1967.75,84020,69,11.9,0,17,0.6,0.2,0.6,0,14,0.88,0.25,0,0,0,24,0.4,0,0,0,1,0,0.75,0.76,81,1017.2,1019.05,1013.95,1006.13,34.47,18.57,27.77,31.44,26.46,21.4,-9999,-9999,-9999,24.2,10.57,249,4.71732084983794
2006,7,8,"BARCELONA",70,83.65,53.55,30.1,16,1.05,0.52,54,52.5,29.58,217.33,1791,82248,63,10.65,0,7.5,0,0,5,0,23.5,2.5,0.83,0.33,0,0,17,0,0,0,0,0.67,0.17,3.82,8.18,72,1016.55,998.45,993.3,986.9,33.76,19.04,27.4,30.78,26.3,21.76,31.3,30.1,26.9,23.9,11.67,233.4,6.28695025234319
2006,7,9,"BURGOS",40,29.6,11.42,18.18,13,0.22,0.91,27,11.2,17.27,145.25,1540,-9999,59.5,9.9,1,4,0,0,7,0,26,7.33,3,0.67,0.33,0,15.75,5,0,0,0,2,0,19.87,30.33,66,1016.7,941.4,934.45,928.25,35.73,9.33,22.55,30.05,22.03,13.93,25.7,25.1,21.4,17.78,10,224,6.355455568054
2006,7,10,"CACERES",123,2749.58,367.84,2381.74,10,8.75,45.32,113,359.09,2336.42,154.33,3244,84301,36.5,11.7,1,18,0,0,4,0,12,3,1.83,0.17,0,0,28.2,1,0,0,0,1,0,5.57,8.6,80,1014.7,976.3,971.4,965.7,40.04,14.64,29.36,35.56,27.8,19.96,34.3,32.6,30.5,26.06,8.83,209.4,10.5593607305936
2006,7,11,"CADIZ",32,605.74,226.59,379.15,0,0,0,32,226.59,379.15,190.83,2790.5,84568,61.6,11.77,0.67,17.67,0,0,2.33,0,12,1.5,0.33,0,0,0,16.17,0.67,0,0,0,6,0,1.1,1.27,81.67,1016.33,1018.48,1013.45,1008.38,37.98,15.68,24.28,30.62,25.27,19.92,-9999,-9999,-9999,24.77,15.67,342.33,13.088905775076
2006,7,12,"CASTELLON",32,7.91,1.69,6.22,27,1.69,4.89,5,0,1.33,190.67,1428,-9999,56.5,11.3,0,15,0,0,2,0,16,3,0.67,0,0,0,20.67,1,0,0,0,0.33,0,3.5,4.3,77,1017,1017.1,1012,1006.2,33.1,16.2,27.4,30.67,25.43,20.17,-9999,-9999,-9999,23.23,11.33,239.67,5.36344389555398
2006,7,13,"CIUDAD REAL",23,250.01,0.01,250,3,0.01,8.03,20,0,241.97,141,2311,77797,35,11.1,4,17,0,0,5,0,10,3,1,0,0,0,31,2,0,0,0,0,0,2.5,3.2,76,1015,951.6,946.3,941.1,40.6,18.4,31,36.4,28.9,21.4,27.7,27.1,25.9,25,10,211,9.87105380168965
2006,7,14,"CORDOBA",34,69.58,2.72,66.86,5,1.2,26.24,29,1.52,40.62,137.25,3961,80859,35.33,11.3,2,22,0,0,1,0,7,0.5,0,0,0,0,28.5,1,0,0,0,0.25,0,0.28,0.28,78,1013.95,973.75,968.75,963.4,40.35,14.55,29.75,35.73,27.88,19.95,-9999,-9999,-9999,26.3,10,226.25,14.4109909383221
2006,7,15,"A CORU<U+00C3>",758,4300.75,2124.76,2175.99,18,417.7,587.19,740,1707.06,1588.8,175.86,881.67,68323,74.17,7.77,4.33,3,10,0,7,0,23.67,6.4,3.6,0.2,0,0,2.67,1.33,0,0,1.67,2.4,0,5.68,13.34,51.67,1018.67,1004.93,998.07,992.23,33.75,12.23,19.42,24.03,19.97,15.85,24.75,23.45,22.55,20.62,12.29,273,6.87109596819988
2006,7,16,"CUENCA",52,38.55,35.51,3.04,43,22.86,1.16,9,12.65,1.88,105,-9999,-9999,32,10.9,-9999,-9999,0,0,5,0,-9999,3,3,0,0,0,30,5,-9999,-9999,-9999,3,0,5.9,11,74,1014.8,916.6,911.8,906.4,37,14.4,28.8,33.2,25.7,18.1,-9999,-9999,-9999,22.5,8,180,6.54827968923417
2006,7,17,"GIRONA",34,19.1,7.03,12.07,6,0.28,0.01,28,6.75,12.06,158.33,-9999,69840,52.5,9.5,0,9,0,1,3,0,22,9.5,6.5,2.5,0.5,0,17.33,5,0,0,0,0.33,0,31.1,69.55,64,1016.7,1007.4,1002.1,995.6,32.97,12.07,24.7,29.77,22.47,15.03,-9999,-9999,-9999,17.67,5.67,101,5.46419098143237
2006,7,18,"GRANADA",17,141.38,6.9,134.48,0,0,0,17,6.9,134.48,169,3716,84457,46.8,11.35,0.5,19.5,0,0,1,0,11,0.4,0,0,0,0,26,0.5,0,0,0,0.2,0,0.04,0.04,79,1010.93,945.15,939.18,933.9,39.42,13.82,29.9,34.76,26.52,18.24,-9999,-9999,-9999,22.06,9.6,199.4,11.9548486403284
2006,7,19,"GUADALAJARA",39,21.18,7.32,13.86,17,4.3,1.8,22,3.02,12.06,157.5,2395,-9999,50.5,10.9,5,5,0,0,6,0,21,3,2.5,1,0,0,28,8,0,0,0,1,0,12.25,26.85,74,1011.3,920.93,915.27,909.47,37.5,9.2,29,33.05,23.55,14,26.3,25.5,24.4,19.3,8,169.5,7.21649484536083
2006,7,20,"GUIPUZCOA",1,0.02,0,0.02,0,0,0,1,0,0.02,228.25,874.5,57173.5,82.5,6.3,13,3,3.5,0,13,0,15,12.5,5.25,1.25,0.25,0,5,4,0,0,1,1.75,0,23.08,45.53,42,1019.37,1012.23,1004.47,998.33,36.18,15.3,20.88,26.05,22.43,18.75,24.7,23.7,22.7,22.1,8.75,198,5.27681660899654
2006,7,21,"HUELVA",38,448.64,90.67,357.97,3,28.7,176.1,35,61.97,181.87,180,-9999,-9999,54.67,11.8,-9999,-9999,1,0,3,0,-9999,1.67,0.33,0,0,0,19.67,1,-9999,-9999,-9999,0.67,0,0.7,0.83,82,1016.1,1019.3,1014.85,1009.3,40.6,15.27,24.47,31.6,25.2,18.77,-9999,-9999,-9999,23.7,11.67,242,14.1080822572932
2006,7,22,"HUESCA",38,30.86,14.92,15.94,27,4.52,6.06,11,10.4,9.88,147.25,-9999,-9999,53,-9999,-9999,-9999,0,1,6,0,-9999,10.25,5.5,2.25,0.75,0,20.25,4,-9999,-9999,-9999,0.5,0,42.1,77.13,-9999,-9999,-9999,-9999,-9999,35.4,9.7,24.6,30.85,22.75,14.6,-9999,-9999,-9999,18.05,4.67,93.5,5.6390977443609
2006,7,23,"JAEN",49,237.05,58.04,179.01,5,46.2,81.46,44,11.84,97.55,162,-9999,-9999,38.5,-9999,-9999,-9999,0,0,0,0,-9999,0.5,0,0,0,0,30.5,0,-9999,-9999,-9999,0,0,0.15,0.15,-9999,1013,954.9,949.8,944.55,39.5,16.1,30.45,35.55,28.6,21.6,-9999,-9999,-9999,25.95,8,175,13.0970724191063
2006,7,24,"LEON",84,263.55,60.48,203.07,37,2.31,37.08,47,58.17,165.99,146.5,2266.5,72485,57,9.95,3.5,4,0,1,6,0,23.5,8,6,0.5,0.25,0,11,7.5,0,0,0,0.5,0,17.68,30.83,66.5,1016.53,912.9,907.18,901.3,33.73,7.85,20.28,27.53,20.33,13.08,25.75,25.45,24.5,16.83,10.25,204.75,8.30985915492957
2006,7,25,"LLEIDA",31,133.42,129.44,3.98,23,99.14,0.08,8,30.3,3.9,158.75,3240,-9999,45,11.7,0,13,0,0,7,0,18,7.75,5,1.25,0.25,0,27.5,5,0,0,0,2,0,17.33,38.83,79,1016.8,999.9,994.4,987.9,37.1,13.98,29,33.58,25.73,17.85,-9999,-9999,-9999,20.88,7.75,156.75,6.52591170825336
2006,7,26,"LA RIOJA",6,3.13,0,3.13,2,0,2.6,4,0,0.53,179,2238,76657,54,10.5,5,3,0,1,4,0,23,5,4,2,1,0,27,6,0,0,0,2,1,30.2,49.4,70,1016.7,983.5,975.9,968.6,38,15,25.4,33,25.6,18.2,-9999,-9999,-9999,21.6,10,262,5.71057754704736
2006,7,27,"LUGO",209,277.42,84.97,192.45,38,5.04,13.66,171,79.93,178.79,172,914,-9999,69,6.8,-9999,-9999,5,0,11,0,-9999,11,5,0,0,0,10,3,-9999,-9999,-9999,0,0,3,12.3,45,1018.4,973.8,967.6,961.6,37.4,7.5,21.4,28,20.7,13.4,-9999,-9999,-9999,17.8,8,163,6.34115409004439
2006,7,28,"MADRID",34,585.1,18.61,566.49,1,0,0.01,33,18.61,566.48,124.5,3572.83,80981,37,10.7,1.43,14.29,0,0,4.29,0,15.29,2.8,1,0,0,0,22.6,2.71,0,0,0,2.67,0,2.73,4.76,72.57,1013.5,919.3,913.99,908.47,36.29,13.36,27.16,32.18,25.1,18.01,17.9,15.7,14.8,22.77,10.6,236,5.96559032539584
2006,7,29,"MALAGA",22,809.6,114.74,694.86,0,0,0,22,114.74,694.86,222.14,1498,-9999,64.29,11,0,21,2,0,2,0,10,1.14,0.43,0,0,0,16.14,1,0,0,0,0.17,0,0.71,0.89,76,1012.85,1017.35,1010.35,1003.05,37.67,16.43,25.43,30.77,25.96,21.11,-9999,-9999,-9999,24.36,8.43,202.17,10.803324099723
2006,7,30,"MURCIA",8,6.22,1.5,4.72,0,0,0,8,1.5,4.72,213.33,2340.67,84797.5,54.67,11.47,0,18.33,0,0,1.67,0,12.67,0.67,0,0,0,0,27,0.33,0,0,0,0.33,0,0.08,0.1,79,1016.63,1016.67,1011.33,1005.17,39.33,18.23,30.08,33.88,27.67,21.45,35.2,33.1,30.9,23.92,11.33,214.17,7.88710907704043
2006,7,31,"NAVARRA",45,8.86,1.44,7.42,5,0.04,0.04,40,1.4,7.38,177,1744,-9999,52.5,10.5,2,9,0,0,8.5,0,20,7,4,1.33,0.33,0,20.67,7,0,0,0,3,0,19.43,41.97,70,1017.2,972.7,966.3,959.3,38,12.97,24.47,32,24.93,17.83,-9999,-9999,-9999,21.4,13,296,4.98696219035202
2006,7,32,"OURENSE",235,404.99,86.49,318.5,24,25.49,81.27,211,61,237.23,156.67,1706,-9999,58,9.2,-9999,-9999,0,0,8,0,-9999,3,2,0,0,0,18.5,7,-9999,-9999,-9999,0,0,5.1,9.8,61,1016.5,1007.2,999.7,994.5,40.9,8.9,24.1,31.85,23.35,14.8,-9999,-9999,-9999,18.9,5.67,114.5,6.34920634920636
2006,7,33,"ASTURIAS",89,137.78,12.44,125.34,10,0.63,43.64,79,11.81,81.7,204,775.67,43574,84.17,4.65,14.5,1.5,5.33,0,18,0,15,15.5,7.17,1.5,0.33,0,0.67,4.33,0,0,5,0.8,0,31.4,62.3,31,1018.87,1008.23,1000.6,994,30.4,14.53,19.28,23.05,20.33,17.63,-9999,-9999,-9999,20.48,8.2,183,9.40134907251264
2006,7,34,"PALENCIA",24,25.69,10.73,14.96,8,1.5,6.39,16,9.23,8.57,137.33,-9999,-9999,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.67,2.67,0.33,0,0,12.67,-9999,-9999,-9999,-9999,1.33,0,4.6,8.97,-9999,1010.7,922.4,916.9,911.6,34.3,8.93,21.87,28.8,21.17,13.53,-9999,-9999,-9999,17.37,8.33,195.67,5.66037735849057
2006,7,35,"LAS PALMAS",14,33.8,1.33,32.47,0,0,0,14,1.33,32.47,211.75,2616,82948,71.88,9.23,0.33,11.33,0,0,0.33,0,19.33,0.11,0,0,0,0,2,0,0,0,0,9.44,0,0.01,0.01,67,1016.2,1018.6,1013.33,1009.77,30.76,19.58,24.99,26.76,23.93,21.04,-9999,-9999,-9999,22.8,19.33,467.56,12.6198695818949
2006,7,36,"PONTEVEDRA",614,973.47,759.36,214.11,13,25.69,6.35,601,733.67,207.76,173,871,74275,66.5,9.9,3.5,7,3.5,0,6,0,20.5,5.5,2.5,0,0,0,7,1,0,0,1.5,0,0,2.65,5.85,66,1017.9,1002.6,996.85,992.7,37.2,11,21.2,26.8,21.55,16.15,25.4,25.5,24,21.65,9.5,201.5,8.0414188147169
2006,7,37,"SALAMANCA",52,82.2,49.86,32.34,10,47.56,9.74,42,2.3,22.6,137.4,3034,82948,48.4,11.2,3,11,0,0,4,0,17,4.2,1.8,0.2,0,0,18.8,6,0,0,0,0.8,0,5.88,9.56,76,1013.53,936.2,930.95,926,34.82,10.5,24.18,30.14,22.48,14.78,31.5,29.6,28.4,19.12,9.4,210.4,9.69899665551839
2006,7,38,"S.C. TENERIFE",9,0.51,0.05,0.46,0,0,0,9,0.05,0.46,169.22,1441.75,86203.33,59.89,9.53,1,9,2.33,0,1,0,21,0.22,0,0,0,0,1.89,0,0,0,0,7.22,0,0.06,0.06,69.17,1016.87,974.61,969.47,965.66,30.19,17.94,23.56,26,22.88,19.68,-9999,-9999,-9999,22.23,17.89,411.43,10.9165585819282
2006,7,39,"CANTABRIA",14,19.02,2.46,16.56,1,0.05,0,13,2.41,16.56,181.6,1122.5,59213,72.75,6.9,9,3,0,0,14,0,19,10.25,5.5,1.5,0.75,0,4.75,3,0,0,0,0,0,52.05,72.95,46,1018.8,991.67,984.03,978,32.88,13.1,21.23,25.85,21.45,16.98,-9999,-9999,-9999,20.5,9.75,136,6.36966126656849
2006,7,40,"SEGOVIA",22,10.79,1.43,9.36,12,0.62,6.8,10,0.81,2.56,113,2856,-9999,36,11.2,3,11,0,0,4,0,17,3,3,1,0,0,23,4,0,0,0,4,0,27,31.8,76,1013.9,910.6,905.6,900.8,36,11.4,26.4,31.2,24.3,17.3,26.5,24.9,23,22.8,12,255,7.92207792207791
2006,7,41,"SEVILLA",37,206.43,38.34,168.09,0,0,0,37,38.34,168.09,167.5,3758.5,-9999,40.75,11.35,1,22,0,0,2,0,8,1.5,0.25,0,0,0,29.5,1.5,0,0,0,0.25,0,0.78,0.88,79,1014.77,995.77,990.2,984.87,42.45,14.13,29.13,36.9,28.18,19.38,-9999,-9999,-9999,26.43,8.25,194,13.0393551446183
2006,7,42,"SORIA",11,0.92,0.26,0.66,8,0.26,0.36,3,0,0.3,144,2124,79197,51,10.3,2,1,0,0,9,0,28,6,4,0,0,0,21,9,0,0,0,1,0,9.1,26.2,69,1013.9,901.9,897.4,891.9,36,9.8,23.6,30.5,22.4,14.2,25.5,25,24.1,18.8,11,205,4.66200466200466
2006,7,43,"TARRAGONA",23,61.33,44.35,16.98,7,0.86,0.07,16,43.49,16.91,235.33,1736,78532.5,61.33,11.15,0.5,9,0,0,2.5,0,21.5,1,0.33,0,0,0,24.33,1.5,0,0,0,0.33,0,0.73,0.87,75,1016.6,1014.8,1009.45,1002.85,35.6,19.63,29.2,32.37,27.27,22.1,-9999,-9999,-9999,24.67,9.33,190.33,5.80204778156996
2006,7,44,"TERUEL",35,4.91,3.52,1.39,29,3.43,0.46,6,0.09,0.93,165.5,1093,-9999,52,-9999,-9999,-9999,0,0.67,5.33,0,-9999,5.25,3.25,1.25,0,0,28.33,6,-9999,-9999,-9999,1.67,0,17.15,32.45,-9999,1014.8,922,917,911.2,37.53,13.23,26.23,33.3,25.47,17.63,-9999,-9999,-9999,20.83,8,172.67,3.7037037037037
2006,7,45,"TOLEDO",38,137.38,10.94,126.44,1,0.01,0,37,10.93,126.44,125,3090,83040,31,11.8,2,17,0,0,1,0,12,1,0,0,0,0,31,0,0,0,0,2,0,0.7,0.7,81,1013.6,962.7,956.9,951,40.4,17.4,31.3,36.5,28.9,21.3,35.3,33,31.2,24.9,15,295,7.67676767676768
2006,7,46,"VALENCIA",49,247.61,213.07,34.54,28,18.79,9.37,21,194.28,25.17,207.33,1170.5,71167,59.8,10.35,0.5,16,0,0,2,0,14.5,1,0.29,0,0,0,25.57,1.5,0,0,0,0.33,0,0.54,0.61,71,1016.5,1017.9,1012.4,1005.8,36.7,17.91,29.31,32.53,26.67,20.8,-9999,-9999,-9999,23.53,8.67,160.5,8.61310299869622
2006,7,47,"VALLADOLID",10,9.58,3.61,5.97,4,0.02,1.77,6,3.59,4.2,141.67,2669,74741,45.67,11.3,2.5,8.5,0,0,7,0,20,5,2,1,0,0,25,4.5,0,0,0,1.67,0,14.83,21.03,76,1012.67,933.77,928.23,923.07,37.07,11.43,26.23,32.17,23.9,15.63,27.9,27.75,25.65,19.07,9.33,195,7.52482811306341
2006,7,48,"VIZCAYA",1,0.01,0.01,0,0,0,0,1,0.01,0,214,-9999,62051,77.67,5.8,12,3,0,3,11,0,16,10.5,7.25,2.25,0,0,5.67,6,0,0,0,3.75,0.25,18.33,55.5,38,1017.8,1020.7,1012.37,1006.1,35.63,15.37,20.6,26.03,22.33,18.63,-9999,-9999,-9999,21.5,11,238.75,7.51231527093595
2006,7,49,"ZAMORA",46,266.25,55.84,210.41,12,0.14,6.64,34,55.7,203.77,147.33,2446,-9999,50.67,10.8,2,12,0,0,6,0,17,8.33,4.33,0,0,0,19.33,2,0,0,0,0,0,4.97,15.9,73,1016.4,937.65,932,926.8,35.47,10.3,24.27,30.73,22.77,14.7,32.2,30.5,29.2,19.03,6.67,151,8.82002383790227
2006,7,50,"ZARAGOZA",24,138.85,109.62,29.23,14,89.92,1.03,10,19.7,28.2,160.8,3089.5,-9999,45.25,11.45,0,10,0,0.5,6,0,21,6.2,3.8,1.2,0.2,0,27.6,6.5,0,0,0,3.6,0,22,37.1,77,1015,963.85,958.1,951.9,37.82,13.6,27,33.82,26.1,18.32,34,31.8,30.3,21.76,8.8,172,5.14172709294661
2006,8,1,"ALAVA",5,3.23,2.72,0.51,0,0,0,5,2.72,0.51,147,1779,57267,69,8.5,2,1,1,0,10,0,28,7,3,0,0,0,1,0,0,0,2,2,0,3.7,7,61,1017.4,968.3,959.1,945.1,31.5,5.8,18.1,23.6,17.3,11,21.2,20.7,20.3,15.6,8,170,6.87929956222639
2006,8,2,"ALBACETE",8,45.31,30.06,15.25,4,0.04,0.01,4,30.02,15.24,141.5,-9999,75670,46,11.4,0,14,0,0,1,0,17,1,1,0,0,0,26.5,1.5,0,0,0,2,0,4.05,4.05,83,1012.4,946.3,936.8,930.1,37.5,11.8,20.7,32.55,24.6,16.6,-9999,-9999,-9999,21.5,9.5,290,11.7713004484305
2006,8,3,"ALICANTE",19,15.58,8.72,6.86,6,0.53,2.41,13,8.19,4.45,198.5,1546,69515,58.5,9.65,0,11.5,0,0,2,0,19.5,0.5,0.25,0,0,0,17,1,0,0,0,0.5,0,1.5,1.5,71,1014.05,1017.2,1007.55,998.45,33.93,15.53,27.95,30.28,25.1,19.85,-9999,-9999,-9999,23.5,10,205.25,8.72791519434629
2006,8,4,"ALMERIA",12,11.35,0,11.35,0,0,0,12,0,11.35,192,2102,70186,57.5,10.7,0,18,2,0,0,0,13,0,0,0,0,0,17.5,0,0,0,1,5,0,0,0,79,1013.2,1004.15,995.4,987,37.35,16,25.2,30.55,25.55,20.55,-9999,-9999,-9999,24.35,12.4,263.5,10.1497005988024
2006,8,5,"AVILA",27,1153.97,606.96,547.01,1,0.13,0,26,606.83,547.01,110,1912,-9999,44,11.3,0,20,2,0,3,0,11,3,2.67,0.33,0,0,10.33,0,0,0,1,1,0,10.83,18.47,82,1012.7,897.7,890.1,878.6,33.43,6.1,17.1,28.73,20.43,12.2,-9999,-9999,-9999,16.5,8.67,183.67,5.52486187845304
2006,8,6,"BADAJOZ",73,159.4,12.98,146.42,0,0,0,73,12.98,146.42,162.5,2513,-9999,42.5,11.7,0,23,0,0,3,0,8,2.75,1.75,0,0,0,26,0,0,0,0,0.25,0,4.95,8.9,86,1013.9,1000.8,991.9,984.8,39.53,12.13,23.95,35.03,26.45,17.85,29.9,28.7,27.6,21.5,7.5,174.25,11.4812189936215
2006,8,7,"ILLES BALEARS",25,138.74,42.35,96.39,3,0,0.72,22,42.35,95.67,222.43,2158.75,71292,68.8,9.2,1.5,8.25,0,0,4.6,0,21.25,4.25,2.88,0.5,0,0,10.25,1.8,0,0,0,2.29,0.14,10.55,16.11,67,1014.45,1021.1,1011.23,1002.55,32.64,17.26,26.09,29.1,24.71,20.29,-9999,-9999,-9999,24.51,13,312.67,4.71732084983794
2006,8,8,"BARCELONA",31,12.3,4.79,7.51,4,0,0.22,27,4.79,7.29,189.5,1325.5,68835,63.6,8.35,3,5,1.5,0,9.5,0,23,7.67,5.83,1.33,0.33,0,6,3.5,0,0,0.5,2,0,22.67,47.05,60.5,1013.85,1000.1,990.25,980.25,31.45,15,23.25,27.62,23.2,18.73,25.9,25.2,24.3,23.78,13,254,6.28695025234319
2006,8,9,"BURGOS",12,28.96,18.5,10.46,0,0,0,12,18.5,10.46,116,1264,-9999,55.5,10.6,1,10,0,0,5,0,20,4.25,2.5,0.25,0,0,2.5,1,0,0,0,3,0,9.95,14.15,77,1016.6,942.15,933.05,918.65,31.88,5.33,18.08,25.13,17.4,9.68,22.8,22.9,20.8,13.33,10,218.5,6.355455568054
